"","flag","clutch","location","year","species"
"318","153",3,NA,"2018","herg"
"319","408",3,NA,"2018","herg"
"320","420",3,NA,"2018","herg"
"321","14",2,NA,"2018","herg"
"322","135",4,NA,"2018","herg"
"323","92",3,NA,"2018","herg"
"324","304",1,NA,"2018","herg"
"325","443",3,NA,"2018","herg"
"326","192",1,NA,"2018","herg"
"327","362",3,NA,"2018","herg"
"328","136",1,NA,"2018","herg"
"329","323",3,NA,"2018","herg"
"330","63",2,NA,"2018","herg"
"331","93",2,NA,"2018","herg"
"332","305",3,NA,"2018","herg"
"333","269",3,NA,"2018","herg"
"334","59",3,NA,"2018","herg"
"335","57",3,NA,"2018","herg"
"336","125",3,NA,"2018","herg"
"337","212",3,NA,"2018","herg"
"338","410",3,NA,"2018","herg"
"339","233",3,NA,"2018","herg"
"340","124",3,NA,"2018","herg"
"341","248",3,NA,"2018","herg"
"342","131",3,NA,"2018","herg"
"343","414",3,NA,"2018","herg"
"344","368",4,NA,"2018","herg"
"345","216",3,NA,"2018","herg"
"346","297",3,NA,"2018","herg"
"347","424",3,NA,"2018","herg"
"348","109",3,NA,"2018","herg"
"349","210",3,NA,"2018","herg"
"350","412",3,NA,"2018","herg"
"351","218",3,NA,"2018","herg"
"352","262",1,NA,"2018","herg"
"353","133",3,NA,"2018","herg"
"354","421",1,NA,"2018","herg"
"355","444",1,NA,"2018","herg"
"356","260",4,NA,"2018","herg"
"357","268",1,NA,"2018","herg"
"358","105",3,NA,"2018","herg"
"359","228",3,NA,"2018","herg"
"360","103",2,"BEGIN WEST 11:06","2018","herg"
"361","1",2,NA,"2018","herg"
"362","38",2,NA,"2018","herg"
"363","506",2,NA,"2018","herg"
"364","36",0,NA,"2018","herg"
"365","252",2,NA,"2018","herg"
"366","258",1,NA,"2018","herg"
"367","17",2,NA,"2018","herg"
"368","26",0,NA,"2018","herg"
"369","339",3,NA,"2018","herg"
"370","229",1,NA,"2018","herg"
"371","343",3,NA,"2018","herg"
"372","282",2,NA,"2018","herg"
"373","102",3,NA,"2018","herg"
"374","502",5,NA,"2018","herg"
"375","338",2,NA,"2018","herg"
"376","214",1,NA,"2018","herg"
"377","512",3,NA,"2018","herg"
"378","107",4,NA,"2018","herg"
"379","571",3,NA,"2018","herg"
"380","615",2,NA,"2018","herg"
"381","254",2,NA,"2018","herg"
"382","582",3,NA,"2018","herg"
"383","691",2,NA,"2018","herg"
"384","640",3,NA,"2018","herg"
"385","165",3,NA,"2018","herg"
"386","584",3,NA,"2018","herg"
"387","240",3,NA,"2018","herg"
"388","220",2,NA,"2018","herg"
"389","315",3,NA,"2018","herg"
"390","673",5,NA,"2018","coei"
"391","166",4,NA,"2018","herg"
"392","356",3,NA,"2018","herg"
"393","181",3,NA,"2018","herg"
"394","667",3,NA,"2018","herg"
"395","366",3,NA,"2018","herg"
"396","171",3,NA,"2018","herg"
"397","227",1,NA,"2018","herg"
"398","495",2,NA,"2018","herg"
"399","493",3,NA,"2018","herg"
"400","384",3,NA,"2018","herg"
"401","235",1,NA,"2018","herg"
"402","580",2,NA,"2018","herg"
"403","567",3,NA,"2018","herg"
"404","566",2,NA,"2018","herg"
"405","448",3,NA,"2018","herg"
"406","170",1,NA,"2018","herg"
"407","249",3,NA,"2018","herg"
"408","647",3,NA,"2018","herg"
"409","167",6,NA,"2018","herg"
"410","246",3,NA,"2018","herg"
"411","589",3,NA,"2018","herg"
"412","389",3,NA,"2018","herg"
"413","671",3,NA,"2018","herg"
"414","593",3,NA,"2018","herg"
"415","251",2,NA,"2018","herg"
"416","581",1,NA,"2018","herg"
"417","162",2,NA,"2018","herg"
"418","360",3,NA,"2018","herg"
"419","570",3,NA,"2018","herg"
"420","196",2,NA,"2018","herg"
"421","633",3,NA,"2018","herg"
"422","574",3,NA,"2018","herg"
"423","563",3,NA,"2018","herg"
"424","178",3,NA,"2018","herg"
"425","376",1,NA,"2018","herg"
"426","575",3,NA,"2018","herg"
"427","225",3,NA,"2018","herg"
"428","189",3,NA,"2018","herg"
"429","594",3,NA,"2018","herg"
"430","195",2,NA,"2018","herg"
"431","590",2,NA,"2018","herg"
"432","500",2,NA,"2018","herg"
"433","555",2,NA,"2018","herg"
"434","415",2,NA,"2018","herg"
"435","179",3,NA,"2018","herg"
"436","654",3,NA,"2018","herg"
"437","187",3,NA,"2018","herg"
"438","583",3,NA,"2018","herg"
"439","B16",1,NA,"2018","herg"
"440","183",2,NA,"2018","herg"
"441","631",3,NA,"2018","herg"
"442","587",3,NA,"2018","herg"
"443","428",3,NA,"2018","herg"
"444","168",2,NA,"2018","herg"
"445","638",3,NA,"2018","herg"
"446","564",3,NA,"2018","herg"
"447","639",3,NA,"2018","herg"
"448","161",1,NA,"2018","herg"
"449","601",3,NA,"2018","herg"
"450","388",3,NA,"2018","herg"
"451","290",2,NA,"2018","herg"
"452","629",2,NA,"2018","herg"
"453","616",1,NA,"2018","herg"
"454","184",3,NA,"2018","herg"
"455","226",1,NA,"2018","herg"
"456","413",1,NA,"2018","herg"
"457","427",1,NA,"2018","herg"
"458","224",2,NA,"2018","herg"
"459","418",2,NA,"2018","herg"
"460","223",3,NA,"2018","herg"
"461","221",3,NA,"2018","herg"
"462","68",3,NA,"2018","herg"
"463","596",3,NA,"2018","herg"
"464","69",0,NA,"2018","herg"
"465","605",1,NA,"2018","herg"
"466","602",3,NA,"2018","herg"
"467","628",3,NA,"2018","herg"
"468","604",5,NA,"2018","herg"
"469","302",3,NA,"2018","herg"
"470","613",2,NA,"2018","herg"
"471","B88",3,NA,"2018","herg"
"472","636",1,NA,"2018","herg"
"473","609",2,NA,"2018","herg"
"474","369",1,NA,"2018","herg"
"475","358",3,NA,"2018","herg"
"476","30",2,NA,"2018","herg"
"477","632",3,NA,"2018","herg"
"478","504",2,NA,"2018","herg"
"479","598",2,NA,"2018","herg"
"480","661",2,NA,"2018","herg"
"481","535",2,NA,"2018","herg"
"482","518",1,NA,"2018","herg"
"483","501",4,NA,"2018","herg"
"484","692",2,NA,"2018","herg"
"485","517",3,NA,"2018","herg"
"486","281",2,NA,"2018","herg"
"487","510",3,NA,"2018","herg"
"488","600",2,NA,"2018","herg"
"489","505",3,NA,"2018","herg"
"490","635",2,NA,"2018","herg"
"491","B47",3,NA,"2018","herg"
"492","509",1,NA,"2018","herg"
"493","622",3,NA,"2018","herg"
"494","524",2,NA,"2018","herg"
"495","185",3,NA,"2018","herg"
"496","651",2,NA,"2018","herg"
"497","515",2,NA,"2018","herg"
"498","617",3,NA,"2018","herg"
"499","542",1,NA,"2018","herg"
"500","511",1,NA,"2018","herg"
"501","612",2,NA,"2018","herg"
"502","534",3,NA,"2018","herg"
"503","261",NA,NA,"2018","coei"
"504","621",3,NA,"2018","herg"
"505","540",2,NA,"2018","herg"
"506","548",3,NA,"2018","herg"
"507","577",2,NA,"2018","herg"
"508","618",3,NA,"2018","herg"
"509","559",1,NA,"2018","herg"
"510","267",2,NA,"2018","herg"
"511","546",5,NA,"2018","coei"
"512","610",1,NA,"2018","herg"
"513","549",2,NA,"2018","herg"
"514","533",2,NA,"2018","herg"
"515","614",3,NA,"2018","herg"
"516","553",1,NA,"2018","herg"
"517","545",5,NA,"2018","coei"
"518","650",5,NA,"2018","coei"
"519","633",3,NA,"2018","herg"
"520","645",3,NA,"2018","herg"
"521","B44",2,NA,"2018","herg"
"522","637",3,NA,"2018","herg"
"523","507",3,NA,"2018","herg"
"524","595",3,NA,"2018","herg"
"525","665",1,NA,"2018","herg"
"526","572",1,NA,"2018","herg"
"527","174",3,NA,"2018","herg"
"528","539",1,NA,"2018","herg"
"529","606",2,NA,"2018","herg"
"530","113",3,NA,"2018","herg"
"531","516",3,NA,"2018","herg"
"532","544",3,NA,"2018","herg"
"533","648",3,NA,"2018","herg"
"534","547",2,NA,"2018","herg"
"535","512",3,NA,"2018","herg"
"536","571",3,NA,"2018","herg"
"537","538",2,NA,"2018","herg"
"538","608",3,NA,"2018","herg"
"539","591",2,NA,"2018","herg"
"540","597",3,NA,"2018","herg"
"541","521",3,NA,"2018","herg"
"542","565",3,NA,"2018","herg"
"543","173",2,NA,"2018","herg"
"544","529",3,NA,"2018","herg"
"545","182",1,NA,"2018","herg"
"546","172",3,NA,"2018","herg"
"547","284",2,NA,"2018","herg"
"548","537",3,NA,"2018","herg"
"549","561",3,NA,"2018","herg"
"550","519",3,NA,"2018","herg"
"551","588",3,NA,"2018","herg"
"552","688",1,NA,"2018","herg"
"553","473",3,NA,"2018","herg"
"554","348",3,NA,"2018","herg"
"555","683",2,NA,"2018","herg"
"556","340",1,NA,"2018","herg"
"557","679",2,NA,"2018","herg"
"558","373",2,NA,"2018","herg"
"559","550",3,NA,"2018","herg"
"560","684",3,NA,"2018","herg"
"561","523",3,NA,"2018","herg"
"562","367",3,NA,"2018","herg"
"563","646",1,NA,"2018","herg"
"564","599",3,NA,"2018","herg"
"565","342",3,NA,"2018","herg"
"566","568",1,NA,"2018","herg"
"567","663",2,NA,"2018","herg"
"568","371",3,NA,"2018","herg"
"569","697",3,NA,"2018","herg"
"570","675",2,NA,"2018","herg"
"571","543",2,NA,"2018","herg"
"572","513",1,NA,"2018","herg"
"573","623",2,NA,"2018","herg"
"574","656",5,NA,"2018","coei"
"575","10",0,NA,"2018","herg"
"576","B50",3,NA,"2018","herg"
"577","552",2,NA,"2018","herg"
"578","693",3,NA,"2018","herg"
"579","75",1,NA,"2018","herg"
"580","8",0,NA,"2018","herg"
"581","698",3,NA,"2018","herg"
"582","79",0,NA,"2018","herg"
"583","619",2,NA,"2018","herg"
"584","657",3,NA,"2018","herg"
"585","525",2,NA,"2018","herg"
"586","687",3,NA,"2018","herg"
"587","586",1,NA,"2018","herg"
"588","624",2,NA,"2018","herg"
"589","659",1,NA,"2018","herg"
"590","557",1,NA,"2018","herg"
"591","668",4,NA,"2018","herg"
"592","520",3,NA,"2018","herg"
"593","626",1,NA,"2018","herg"
"594","532",3,NA,"2018","herg"
"595","273",3,NA,"2018","herg"
"596","653",3,NA,"2018","herg"
"597","344",3,NA,"2018","herg"
"598","289",3,NA,"2018","herg"
"599","522",3,NA,"2018","herg"
"600","108",2,NA,"2018","herg"
"601","265",3,NA,"2018","herg"
"602","603",3,NA,"2018","herg"
"603","562",2,NA,"2018","herg"
"604","689",3,NA,"2018","herg"
"605","672",2,NA,"2018","coei"
"606","652",2,NA,"2018","herg"
"607","346",2,NA,"2018","herg"
"608","554",2,NA,"2018","herg"
"609","357",2,NA,"2018","herg"
"610","680",2,NA,"2018","herg"
"611","620",2,NA,"2018","herg"
"612","641",3,NA,"2018","herg"
"613","700",2,NA,"2018","herg"
"614","678",1,NA,"2018","herg"
"615","70",5,NA,"2018","herg"
"616","649",3,NA,"2018","herg"
"617","578",2,NA,"2018","herg"
"618","110",1,NA,"2018","herg"
"619","180",1,NA,"2018","herg"
"620","627",3,NA,"2018","herg"
"621","186",1,NA,"2018","herg"
"622","175",3,NA,"2018","herg"
"623","106",1,NA,"2018","herg"
"624","664",3,NA,"2018","herg"
"625","669",3,NA,"2018","herg"
"626","237",2,NA,"2018","herg"
"627","244",2,NA,"2018","herg"
"628","239",3,NA,"2018","herg"
"629","234",1,NA,"2018","herg"
"630","296",3,NA,"2018","herg"
"631",NA,3,NA,"2018","herg"
"632",NA,3,NA,"2018","herg"
"633",NA,3,NA,"2018","herg"
"634",NA,3,NA,"2018","herg"
"635",NA,2,NA,"2018","herg"
"636",NA,3,NA,"2018","herg"
"637",NA,2,NA,"2018","herg"
"638",NA,1,NA,"2018","herg"
"639",NA,3,NA,"2018","herg"
"640",NA,3,NA,"2018","herg"
"641",NA,2,NA,"2018","herg"
"642",NA,3,NA,"2018","herg"
"643",NA,2,NA,"2018","herg"
"644",NA,1,NA,"2018","herg"
"645",NA,3,NA,"2018","herg"
"646",NA,2,NA,"2018","herg"
"647",NA,3,NA,"2018","herg"
"648",NA,1,NA,"2018","herg"
"649",NA,2,NA,"2018","herg"
"650",NA,3,NA,"2018","herg"
"651",NA,1,NA,"2018","herg"
"652",NA,1,NA,"2018","herg"
"653",NA,2,NA,"2018","herg"
"654",NA,3,NA,"2018","herg"
"655",NA,1,NA,"2018","herg"
"656",NA,3,NA,"2018","herg"
"657",NA,3,NA,"2018","herg"
"658",NA,1,NA,"2018","herg"
"659",NA,3,NA,"2018","herg"
"660",NA,3,NA,"2018","herg"
"661",NA,3,NA,"2018","herg"
"662",NA,2,NA,"2018","herg"
"663",NA,1,NA,"2018","herg"
"664",NA,3,NA,"2018","herg"
"665",NA,3,NA,"2018","herg"
"666",NA,3,NA,"2018","herg"
"667",NA,3,NA,"2018","herg"
"668",NA,3,NA,"2018","herg"
"669",NA,1,NA,"2018","herg"
"670",NA,3,NA,"2018","herg"
"671",NA,1,NA,"2018","herg"
"672",NA,3,NA,"2018","herg"
"673",NA,2,NA,"2018","herg"
"674",NA,3,NA,"2018","herg"
"675",NA,3,NA,"2018","herg"
"676",NA,3,NA,"2018","herg"
"677",NA,3,NA,"2018","herg"
"678",NA,3,NA,"2018","herg"
"679",NA,3,NA,"2018","herg"
"680",NA,3,NA,"2018","herg"
"681",NA,3,NA,"2018","herg"
"682",NA,3,NA,"2018","herg"
"683",NA,2,NA,"2018","herg"
"684",NA,3,NA,"2018","herg"
"685",NA,1,NA,"2018","herg"
"686",NA,1,NA,"2018","herg"
"687",NA,3,NA,"2018","herg"
"688",NA,3,NA,"2018","herg"
"689",NA,2,NA,"2018","herg"
"690",NA,1,NA,"2018","herg"
"691",NA,1,NA,"2018","herg"
"692",NA,3,NA,"2018","herg"
"693",NA,3,NA,"2018","herg"
"694",NA,1,NA,"2018","herg"
"695",NA,3,NA,"2018","herg"
"696",NA,3,NA,"2018","herg"
"697",NA,3,NA,"2018","herg"
"698",NA,3,NA,"2018","herg"
"699",NA,2,NA,"2018","herg"
"700",NA,2,NA,"2018","herg"
"701",NA,3,NA,"2018","herg"
"702",NA,1,NA,"2018","herg"
"703",NA,1,NA,"2018","herg"
"704",NA,2,NA,"2018","herg"
"705",NA,3,NA,"2018","herg"
"706",NA,3,NA,"2018","herg"
"707",NA,3,NA,"2018","herg"
"708",NA,2,NA,"2018","herg"
"709",NA,2,NA,"2018","herg"
"710",NA,2,NA,"2018","herg"
"711",NA,3,NA,"2018","herg"
"712",NA,5,NA,"2018","herg"
"713",NA,2,NA,"2018","herg"
"714",NA,3,NA,"2018","herg"
"715",NA,3,NA,"2018","herg"
"716",NA,3,NA,"2018","herg"
"717",NA,3,NA,"2018","herg"
"718",NA,3,NA,"2018","herg"
"719",NA,3,NA,"2018","herg"
"720",NA,1,NA,"2018","herg"
"721",NA,1,NA,"2018","herg"
"722",NA,3,NA,"2018","herg"
"723",NA,3,NA,"2018","herg"
"724",NA,2,NA,"2018","herg"
"725",NA,2,NA,"2018","herg"
"726",NA,3,NA,"2018","herg"
"727",NA,2,NA,"2018","herg"
"728",NA,1,NA,"2018","herg"
"729",NA,3,NA,"2018","herg"
"730",NA,1,NA,"2018","herg"
"731",NA,2,NA,"2018","herg"
"732",NA,2,NA,"2018","herg"
"733",NA,3,NA,"2018","herg"
"734",NA,3,NA,"2018","herg"
"735",NA,3,NA,"2018","herg"
"736",NA,3,NA,"2018","herg"
"737",NA,3,NA,"2018","herg"
"738",NA,3,NA,"2018","herg"
"739",NA,3,NA,"2018","herg"
"740",NA,3,NA,"2018","herg"
"741",NA,2,NA,"2018","herg"
"742",NA,2,NA,"2018","herg"
"743",NA,3,NA,"2018","herg"
"744",NA,4,NA,"2018","herg"
"745",NA,3,NA,"2018","herg"
"746",NA,3,NA,"2018","herg"
"747",NA,3,NA,"2018","herg"
"748",NA,3,NA,"2018","herg"
"749",NA,3,NA,"2018","herg"
"750",NA,1,NA,"2018","herg"
"751",NA,1,NA,"2018","herg"
"752",NA,3,NA,"2018","herg"
"753",NA,3,NA,"2018","herg"
"754",NA,3,NA,"2018","herg"
"755",NA,1,NA,"2018","herg"
"756",NA,3,NA,"2018","herg"
"757",NA,3,NA,"2018","herg"
"758",NA,3,NA,"2018","herg"
"759",NA,2,NA,"2018","herg"
"760",NA,2,NA,"2018","herg"
"761",NA,1,NA,"2018","herg"
"762",NA,3,NA,"2018","herg"
"763",NA,3,NA,"2018","herg"
"764",NA,3,NA,"2018","herg"
"765",NA,3,NA,"2018","herg"
"766",NA,1,NA,"2018","herg"
