"","flag","clutch","year","species"
"861",NA,"3","2015","herg"
"862",NA,"2","2015","herg"
"863",NA,"3","2015","herg"
"864",NA,"1","2015","herg"
"865",NA,"1","2015","herg"
"866",NA,"3","2015","herg"
"867",NA,"3","2015","herg"
"868",NA,"3","2015","herg"
"869",NA,"3","2015","herg"
"870",NA,"1","2015","herg"
"871",NA,"1","2015","herg"
"872",NA,"3","2015","herg"
"873",NA,"2","2015","herg"
"874",NA,"3","2015","herg"
"875",NA,"3","2015","herg"
"876",NA,"3","2015","herg"
"877",NA,"3","2015","herg"
"878",NA,"3","2015","herg"
"879",NA,"3","2015","herg"
"880",NA,"2","2015","herg"
"881",NA,"3","2015","herg"
"882",NA,"2","2015","herg"
"883",NA,"3","2015","herg"
"884",NA,"1","2015","herg"
"885",NA,"3","2015","herg"
"886",NA,"3","2015","herg"
"887",NA,"3","2015","herg"
"888",NA,"2","2015","herg"
"889",NA,"2","2015","herg"
"890",NA,"1","2015","herg"
"891",NA,"3","2015","herg"
"892",NA,"3","2015","herg"
"893",NA,"3","2015","herg"
"894",NA,"3","2015","herg"
"895",NA,"3","2015","herg"
"896",NA,"2","2015","herg"
"897",NA,"1","2015","herg"
"898",NA,"2","2015","herg"
"899",NA,"3","2015","herg"
"900",NA,"3","2015","herg"
"901",NA,"3","2015","herg"
"902",NA,"2","2015","herg"
"903",NA,"3","2015","herg"
"904",NA,"3","2015","herg"
"905",NA,"2","2015","herg"
"906",NA,"3","2015","herg"
"907",NA,"3","2015","herg"
"908",NA,"1","2015","herg"
"909",NA,"3","2015","herg"
"910",NA,"3","2015","herg"
"911","POINT COLONY:",NA,"2015","herg"
"912",NA,"3","2015","herg"
"913",NA,"3","2015","herg"
"914",NA,"11 empty nests","2015","herg"
"915","CABIN COLONY:",NA,"2015","herg"
"916",NA,"3","2015","herg"
"917",NA,"1","2015","herg"
"918",NA,"3","2015","herg"
"919",NA,"3","2015","herg"
"920",NA,"1","2015","herg"
"921",NA,"3","2015","herg"
"922",NA,"1","2015","herg"
"923",NA,"3","2015","herg"
"924",NA,"2","2015","herg"
"925",NA,"1","2015","herg"
"926",NA,"3","2015","herg"
"927",NA,"2","2015","herg"
"928",NA,"3","2015","herg"
"929",NA,"1","2015","herg"
"930",NA,"3","2015","herg"
"931",NA,"2","2015","herg"
"932",NA,"2","2015","herg"
"933",NA,"3","2015","herg"
"934",NA,"3","2015","herg"
"935",NA,"2","2015","herg"
"936",NA,"3","2015","herg"
"937",NA,"3","2015","herg"
"938",NA,"3","2015","herg"
"939",NA,"3","2015","herg"
"940",NA,"3","2015","herg"
"941",NA,"3","2015","herg"
"942",NA,"1","2015","herg"
"943",NA,"1","2015","herg"
"944",NA,"3","2015","herg"
"945",NA,"3","2015","herg"
"946",NA,"3","2015","herg"
"947",NA,"3","2015","herg"
"948",NA,"3","2015","herg"
"949",NA,"3","2015","herg"
