"","flag","year","species","clutch"
"5962","528",2017,"herg","3"
"5963","645",2017,"herg","3"
"5964","453",2017,"herg","3"
"5965","582",2017,"herg","3"
"5966","457",2017,"herg","3"
"5967","484",2017,"herg","3"
"5968","526",2017,"herg","2"
"5969","167",2017,"herg","2"
"5970","557",2017,"herg","3"
"5971","451",2017,"herg","3"
"5972","695",2017,"herg","2"
"5973","644",2017,"herg","3"
"5974","456",2017,"herg","3"
"5975","444",2017,"herg","3"
"5976","446",2017,"herg","3"
"5977","558",2017,"herg","3"
"5978","646",2017,"herg","2"
"5979","475",2017,"herg","3"
"5980","419",2017,"herg","2"
"5981","441",2017,"herg","3"
"5982","539",2017,"herg","3"
"5983","398",2017,"herg","3"
"5984","678",2017,"herg","3"
"5985","632",2017,"herg","2"
"5986","409",2017,"herg","3"
"5987","624",2017,"herg","3"
"5988","610",2017,"herg","4"
"5989","402",2017,"herg","2"
"5990","669",2017,"herg","3"
"5991","698",2017,"herg","3"
"5992","570",2017,"herg","3"
"5993","420",2017,"herg","3"
"5994","700",2017,"herg","3"
"5995","666",2017,"herg","2"
"5996","626",2017,"herg","1"
"5997","609",2017,"herg","3"
"5998","560",2017,"herg","3"
"5999","663",2017,"herg","3"
"6000","664",2017,"herg","3"
"6001","585",2017,"herg","3"
"6002","571",2017,"herg","3"
"6003","688",2017,"herg","2"
"6004","611",2017,"herg","3"
"6005","568",2017,"herg","2"
"6006","680",2017,"herg","3"
"6007","693",2017,"herg","3"
"6008","631",2017,"herg","3"
"6009","513",2017,"herg","3"
"6010","564",2017,"coei",NA
"6011","667",2017,"herg","3"
"6012","476",2017,"herg","2"
"6013","566",2017,"herg","3"
"6014","633",2017,"herg","3"
"6015","612",2017,"herg","3"
"6016","685",2017,"herg","3"
"6017","403",2017,"herg","3"
"6018","454",2017,"herg","3"
"6019","545",2017,"herg","3"
"6020","682",2017,"herg","3"
"6021","649",2017,"herg","3"
"6022","605",2017,"herg","3"
"6023","563",2017,"herg","3"
"6024","684",2017,"herg","3"
"6025","658",2017,"herg","3"
"6026","625",2017,"herg","2"
"6027","676",2017,"herg","3"
"6028","408",2017,"herg","2"
"6029","652",2017,"herg","3"
"6030","621",2017,"herg","2"
"6031","607",2017,"herg","3"
"6032","630",2017,"herg","1"
"6033","620",2017,"herg","3"
"6034","604",2017,"herg","2"
"6035","660",2017,"herg","3"
"6036","619",2017,"herg","2"
"6037","699",2017,"herg","3"
"6038","665",2017,"herg","3"
"6039","681",2017,"herg","2"
"6040","674",2017,"herg","3"
"6041","638",2017,"herg","3"
"6042","675",2017,"herg","3"
"6043","694",2017,"herg","3"
"6044","640",2017,"herg","1"
"6045","679",2017,"herg","3"
"6046","601",2017,"herg","3"
"6047","686",2017,"herg","3"
"6048","615",2017,"herg","3"
"6049","661",2017,"herg","3"
"6050","655",2017,"herg","2"
"6051","606",2017,"herg","2"
"6052","587",2017,"herg","3"
"6053","696",2017,"herg","3"
"6054","627",2017,"herg","3"
"6055","692",2017,"herg","3"
"6056","603",2017,"herg","3"
"6057","641",2017,"herg","3"
"6058","580",2017,"herg","2"
"6059","628",2017,"herg","3"
"6060","549",2017,"herg","3"
"6061","602",2017,"herg","3"
"6062","673",2017,"herg","3"
"6063","622",2017,"herg","3"
"6064","616",2017,"herg","3"
"6065","670",2017,"herg","2"
"6066","691",2017,"herg","1"
"6067","668",2017,"herg","2"
"6068","617",2017,"herg","2"
"6069","618",2017,"herg","5"
"6070","687",2017,"herg","3"
"6071","552",2017,"herg","2"
"6072","608",2017,"herg","3"
"6073",NA,2017,"herg","3"
"6074",NA,2017,"herg","3"
"6075",NA,2017,"herg","2"
"6076",NA,2017,"herg","2"
"6077",NA,2017,"herg","2"
"6078",NA,2017,"herg","3"
"6079",NA,2017,"herg","2"
"6080",NA,2017,"herg","3"
"6081",NA,2017,"herg","3"
"6082",NA,2017,"herg","3"
"6083",NA,2017,"herg","1"
"6084",NA,2017,"herg","3"
"6085",NA,2017,"herg","2"
"6086",NA,2017,"herg","3"
"6087",NA,2017,"herg","2"
"6088",NA,2017,"herg","2"
"6089",NA,2017,"herg","3"
"6090",NA,2017,"herg","3"
"6091",NA,2017,"herg","3"
"6092",NA,2017,"herg","3"
"6093",NA,2017,"herg","2"
"6094",NA,2017,"herg","3"
"6095",NA,2017,"herg","2"
"6096",NA,2017,"herg","2"
"6097",NA,2017,"herg","2"
"6098",NA,2017,"herg","2"
"6099",NA,2017,"herg","2"
"6100",NA,2017,"herg","3"
"6101",NA,2017,"herg","3"
"6102",NA,2017,"herg","3"
"6103",NA,2017,"herg","3"
"6104",NA,2017,"herg","3"
"6105",NA,2017,"herg","2"
"6106",NA,2017,"herg","3"
"6107",NA,2017,"herg","3"
"6108",NA,2017,"herg","2"
"6109",NA,2017,"herg","3"
"6110",NA,2017,"herg","3"
"6111",NA,2017,"herg","2"
"6112",NA,2017,"herg","1"
"6113",NA,2017,"herg","3"
"6114",NA,2017,"herg","3"
"6115",NA,2017,"herg","3"
"6116",NA,2017,"coei",NA
"6117",NA,2017,"coei",NA
"6118",NA,2017,"herg","3"
"6119",NA,2017,"herg","3"
"6120",NA,2017,"herg","3"
"6121",NA,2017,"herg","1"
"6122",NA,2017,"herg","3"
"6123",NA,2017,"herg","1"
"6124",NA,2017,"herg","2"
"6125",NA,2017,"herg","2"
"6126",NA,2017,"herg","3"
"6127",NA,2017,"herg","3"
"6128",NA,2017,"herg","2"
"6129",NA,2017,"herg","3"
"6130",NA,2017,"herg","3"
"6131",NA,2017,"herg","3"
"6132",NA,2017,"herg","3"
"6133",NA,2017,"herg","3"
"6134",NA,2017,"herg","2"
"6135",NA,2017,"herg","3"
"6136",NA,2017,"herg","2"
"6137",NA,2017,"herg","3"
"6138",NA,2017,"herg","3"
"6139",NA,2017,"herg","3"
"6140",NA,2017,"herg","3"
"6141",NA,2017,"herg","3"
"6142",NA,2017,"herg","3"
"6143",NA,2017,"herg","3"
"6144",NA,2017,"herg","3"
"6145",NA,2017,"herg","3"
"6146",NA,2017,"herg","3"
"6147",NA,2017,"herg","2"
"6148",NA,2017,"herg","3"
"6149",NA,2017,"herg","2"
"6150",NA,2017,"herg","3"
"6151",NA,2017,"coei",NA
"6152",NA,2017,"herg","3"
"6153",NA,2017,"herg","2"
"6154",NA,2017,"herg","2"
"6155",NA,2017,"herg","3"
"6156",NA,2017,"herg","3"
"6157",NA,2017,"herg","3"
"6158",NA,2017,"herg","3"
"6159",NA,2017,"herg","3"
"6160",NA,2017,"herg","3"
"6161",NA,2017,"herg","1"
"6162",NA,2017,"herg","3"
"6163",NA,2017,"herg","2"
"6164",NA,2017,"herg","1"
"6165",NA,2017,"herg","3"
"6166",NA,2017,"herg","3"
"6167",NA,2017,"herg","3"
"6168",NA,2017,"herg","3"
"6169",NA,2017,"herg","2"
"6170",NA,2017,"herg","1"
"6171",NA,2017,"herg","3"
"6172",NA,2017,"herg","3"
"6173",NA,2017,"herg","3"
"6174",NA,2017,"herg","1"
"6175",NA,2017,"herg","2"
"6176",NA,2017,"herg","2"
"6177",NA,2017,"herg","2"
"6178",NA,2017,"herg","3"
"6179",NA,2017,"herg","2"
"6180",NA,2017,"herg","1"
"6181",NA,2017,"herg","3"
"6182",NA,2017,"herg","3"
"6183",NA,2017,"herg","3"
"6184",NA,2017,"herg","1"
"6185",NA,2017,"herg","2"
"6186",NA,2017,"herg","2"
"6187",NA,2017,"herg","3"
"6188",NA,2017,"herg","1"
"6189",NA,2017,"herg","3"
"6190",NA,2017,"herg","3"
"6191",NA,2017,"herg","3"
"6192",NA,2017,"herg","3"
"6193",NA,2017,"herg","3"
"6194",NA,2017,"herg","3"
"6195",NA,2017,"herg","3"
"6196",NA,2017,"herg","3"
"6197",NA,2017,"herg","3"
"6198",NA,2017,"herg","3"
"6199",NA,2017,"herg","2"
"6200",NA,2017,"herg","3"
"6201",NA,2017,"herg","2"
"6202",NA,2017,"herg","2"
"6203",NA,2017,"herg","3"
"6204",NA,2017,"herg","3"
"6205",NA,2017,"herg","3"
"6206",NA,2017,"herg","3"
"6207",NA,2017,"herg","3"
"6208",NA,2017,"herg","2"
"6209",NA,2017,"herg","3"
"6210",NA,2017,"herg","1"
"6211",NA,2017,"herg","2"
"6212",NA,2017,"herg","2"
"6213",NA,2017,"herg","1"
"6214",NA,2017,"herg","1"
"6215",NA,2017,"herg","3"
"6216",NA,2017,"herg","3"
"6217",NA,2017,"herg","3"
"6218",NA,2017,"herg","3"
"6219",NA,2017,"herg","3"
"6220",NA,2017,"herg","4"
"6221",NA,2017,"herg","3"
"6222",NA,2017,"herg","3"
"6223",NA,2017,"herg","3"
"6224",NA,2017,"herg","2"
"6225",NA,2017,"herg","2"
"6226",NA,2017,"herg","3"
"6227",NA,2017,"herg","3"
"6228",NA,2017,"herg","3"
"6229",NA,2017,"herg","3"
"6230",NA,2017,"herg","3"
"6231",NA,2017,"herg","1"
"6232",NA,2017,"herg","3"
"6233",NA,2017,"herg","3"
"6234",NA,2017,"herg","3"
"6235",NA,2017,"herg","2"
"6236",NA,2017,"herg","2"
"6237",NA,2017,"herg","3"
"6238",NA,2017,"herg","2"
"6239",NA,2017,"herg","3"
"6240",NA,2017,"herg","2"
"6241",NA,2017,"herg","3"
"6242",NA,2017,"herg","3"
"6243",NA,2017,"herg","3"
"6244",NA,2017,"herg","3"
"6245",NA,2017,"herg","3"
"6246",NA,2017,"herg","3"
"6247",NA,2017,"herg","3"
"6248",NA,2017,"herg","1"
"6249",NA,2017,"herg","3"
"6250",NA,2017,"herg","3"
"6251",NA,2017,"herg","3"
"6252",NA,2017,"herg","3"
"6253",NA,2017,"herg","3"
"6254",NA,2017,"herg","3"
"6255",NA,2017,"herg","3"
"6256",NA,2017,"herg","3"
"6257",NA,2017,"herg","3"
"6258",NA,2017,"herg","3"
"6259",NA,2017,"herg","2"
"6260",NA,2017,"herg","3"
"6261",NA,2017,"herg","2"
"6262",NA,2017,"herg","3"
"6263",NA,2017,"herg","3"
"6264",NA,2017,"herg","3"
"6265",NA,2017,"herg","3"
"6266",NA,2017,"herg","3"
"6267",NA,2017,"herg","3"
"6268",NA,2017,"herg","3"
"6269",NA,2017,"herg","3"
"6270",NA,2017,"herg","3"
"6271",NA,2017,"herg","3"
"6272",NA,2017,"herg","3"
"6273",NA,2017,"herg","4"
"6274",NA,2017,"herg","3"
"6275",NA,2017,"herg","3"
"6276",NA,2017,"herg","2"
"6277",NA,2017,"herg","2"
"6278",NA,2017,"herg","2"
"6279",NA,2017,"herg","3"
"6280",NA,2017,"herg","3"
"6281",NA,2017,"herg","3"
"6282",NA,2017,"herg","3"
"6283",NA,2017,"herg","2"
"6284",NA,2017,"herg","2"
"6285",NA,2017,"herg","3"
"6286",NA,2017,"herg","3"
"6287",NA,2017,"herg","2"
"6288",NA,2017,"herg","3"
"6289",NA,2017,"herg","2"
"6290",NA,2017,"herg","2"
"6291",NA,2017,"herg","3"
"6292",NA,2017,"herg","3"
"6293",NA,2017,"herg","3"
"6294",NA,2017,"herg","2"
"6295",NA,2017,"herg","3"
"6296",NA,2017,"herg","3"
"6297",NA,2017,"herg","3"
"6298",NA,2017,"herg","3"
"6299",NA,2017,"herg","3"
"6300",NA,2017,"herg","3"
"6301",NA,2017,"herg","3"
"6302",NA,2017,"herg","3"
"6303",NA,2017,"herg","3"
"6304",NA,2017,"herg","1"
"6305",NA,2017,"herg","1"
"6306",NA,2017,"herg","3"
"6307",NA,2017,"herg","2"
"6308",NA,2017,"herg","2"
"6309",NA,2017,"herg","3"
"6310",NA,2017,"herg","3"
"6311",NA,2017,"herg","2"
"6312",NA,2017,"herg","2"
"6313",NA,2017,"herg","1"
"6314",NA,2017,"herg","3"
"6315",NA,2017,"herg","1"
"6316",NA,2017,"herg","3"
"6317",NA,2017,"herg","2"
"6318",NA,2017,"herg","1"
"6319",NA,2017,"herg","3"
"6320",NA,2017,"herg","3"
"6321",NA,2017,"herg","2"
"6322",NA,2017,"herg","3"
"6323",NA,2017,"herg","2"
"6324",NA,2017,"herg","3"
"6325",NA,2017,"herg","1"
"6326",NA,2017,"herg","1"
"6327",NA,2017,"herg","3"
"6328",NA,2017,"herg","3"
"6329",NA,2017,"herg","3"
"6330",NA,2017,"herg","3"
"6331",NA,2017,"herg","3"
"6332",NA,2017,"herg","3"
"6333",NA,2017,"herg","3"
"6334",NA,2017,"herg","3"
"6335",NA,2017,"herg","2"
"6336",NA,2017,"herg","3"
"6337",NA,2017,"herg","3"
"6338",NA,2017,"herg","3"
"6339",NA,2017,"herg","3"
"6340",NA,2017,"herg","3"
"6341",NA,2017,"herg","3"
"6342",NA,2017,"herg","3"
"6343",NA,2017,"herg","3"
"6344",NA,2017,"herg","3"
"6345",NA,2017,"herg","3"
"6346",NA,2017,"herg","3"
"6347",NA,2017,"herg","3"
"6348",NA,2017,"herg","1"
"6349",NA,2017,"herg","3"
"6350",NA,2017,"herg","3"
"6351",NA,2017,"herg","2"
"6352",NA,2017,"herg","3"
"6353",NA,2017,"herg","2"
"6354",NA,2017,"herg","3"
"6355",NA,2017,"herg","3"
"6356",NA,2017,"gbbg","3"
"6357",NA,2017,"herg","3"
"6358",NA,2017,"herg","1"
"6359",NA,2017,"herg","2"
"6360",NA,2017,"herg","1"
"6361",NA,2017,"herg","3"
"6362",NA,2017,"herg","3"
"6363",NA,2017,"herg","3"
"6364",NA,2017,"gbbg","1"
"6365",NA,2017,"herg","3"
"6366",NA,2017,"herg","3"
"6367",NA,2017,"herg","3"
"6368",NA,2017,"herg","3"
"6369",NA,2017,"herg","3"
"6370",NA,2017,"herg","3"
"6371",NA,2017,"herg","3"
"6372",NA,2017,"herg","3"
"6373",NA,2017,"herg","3"
"6374",NA,2017,"herg","3"
"6375",NA,2017,"herg","3"
"6376",NA,2017,"herg","3"
"6377",NA,2017,"herg","2"
"6378",NA,2017,"herg","1"
"6379",NA,2017,"herg","3"
"6380",NA,2017,"herg","3"
"6381",NA,2017,"herg","3"
"6382",NA,2017,"herg","3"
"6383",NA,2017,"herg","2"
"6384",NA,2017,"herg","3"
"6385",NA,2017,"herg","3"
"6386",NA,2017,"herg","3"
"6387",NA,2017,"herg","2"
"6388",NA,2017,"herg","3"
"6389",NA,2017,"herg","3"
"6390",NA,2017,"herg","2"
"6391",NA,2017,"herg","3"
"6392",NA,2017,"herg","3"
"6393",NA,2017,"herg","3"
"6394",NA,2017,"herg","2"
"6395",NA,2017,"herg","2"
"6396",NA,2017,"herg","3"
"6397",NA,2017,"herg","3"
"6398",NA,2017,"herg","3"
"6399",NA,2017,"herg","3"
"6400",NA,2017,"herg","2"
"6401",NA,2017,"herg","3"
"6402",NA,2017,"herg","3"
"6403",NA,2017,"herg","3"
"6404",NA,2017,"herg","3"
"6405",NA,2017,"herg","2"
"6406",NA,2017,"herg","3"
"6407",NA,2017,"herg","3"
"6408",NA,2017,"herg","3"
"6409",NA,2017,"herg","3"
"6410",NA,2017,"herg","3"
"6411",NA,2017,"herg","3"
"6412",NA,2017,"herg","3"
"6413",NA,2017,"herg","3"
"6414",NA,2017,"herg","3"
"6415",NA,2017,"herg","3"
"6416",NA,2017,"herg","1"
"6417",NA,2017,"herg","3"
"6418",NA,2017,"herg","2"
"6419",NA,2017,"herg","3"
"6420",NA,2017,"herg","3"
"6421",NA,2017,"herg","2"
"6422",NA,2017,"herg","1"
"6423",NA,2017,"herg","3"
"6424",NA,2017,"herg","3"
"6425",NA,2017,"herg","3"
"6426",NA,2017,"herg","2"
"6427",NA,2017,"herg","2"
"6428",NA,2017,"herg","3"
"6429",NA,2017,"herg","3"
"6430",NA,2017,"herg","3"
"6431",NA,2017,"herg","3"
"6432",NA,2017,"herg","3"
"6433",NA,2017,"herg","3"
"6434",NA,2017,"herg","3"
"6435",NA,2017,"herg","3"
"6436",NA,2017,"herg","2"
"6437",NA,2017,"herg","3"
"6438",NA,2017,"herg","1"
"6439",NA,2017,"herg","3"
"6440",NA,2017,"herg","3"
"6441",NA,2017,"herg","3"
"6442",NA,2017,"herg","3"
"6443",NA,2017,"herg","3"
"6444",NA,2017,"herg","2"
"6445",NA,2017,"herg","2"
"6446",NA,2017,"herg","2"
"6447",NA,2017,"herg","3"
"6448",NA,2017,"herg","3"
"6449",NA,2017,"herg","2"
"6450",NA,2017,"herg","1"
"6451",NA,2017,"herg","3"
"6452",NA,2017,"herg","3"
"6453",NA,2017,"herg","3"
"6454",NA,2017,"herg","3"
"6455",NA,2017,"herg","3"
"6456",NA,2017,"herg","3"
"6457",NA,2017,"herg","3"
"6458",NA,2017,"herg","3"
"6459",NA,2017,"herg","2"
"6460",NA,2017,"herg","3"
"6461",NA,2017,"herg","3"
"6462",NA,2017,"herg","3"
"6463",NA,2017,"herg","3"
"6464",NA,2017,"herg","3"
"6465",NA,2017,"herg","3"
"6466",NA,2017,"herg","3"
"6467",NA,2017,"herg","3"
"6468",NA,2017,"herg","3"
"6469",NA,2017,"herg","1"
"6470",NA,2017,"herg","3"
"6471",NA,2017,"herg","4"
"6472",NA,2017,"herg","3"
"6473",NA,2017,"herg","2"
"6474",NA,2017,"herg","3"
"6475",NA,2017,"herg","3"
"6476",NA,2017,"herg","2"
"6477",NA,2017,"herg","3"
"6478",NA,2017,"herg","3"
"6479",NA,2017,"herg","3"
"6480",NA,2017,"herg","3"
"6481",NA,2017,"herg","3"
"6482",NA,2017,"herg","3"
"6483",NA,2017,"herg","3"
"6484",NA,2017,"herg","3"
"6485",NA,2017,"herg","3"
"6486",NA,2017,"herg","3"
"6487",NA,2017,"herg","2"
"6488",NA,2017,"herg","3"
"6489",NA,2017,"herg","3"
"6490",NA,2017,"herg","3"
"6491",NA,2017,"herg","3"
"6492",NA,2017,"herg","3"
"6493",NA,2017,"herg","3"
"6494",NA,2017,"herg","3"
"6495",NA,2017,"herg","3"
"6496",NA,2017,"herg","3"
"6497",NA,2017,"herg","2"
"6498",NA,2017,"herg","3"
"6499",NA,2017,"herg","3"
"6500",NA,2017,"herg","3"
"6501",NA,2017,"herg","3"
"6502",NA,2017,"herg","3"
"6503",NA,2017,"herg","2"
"6504",NA,2017,"herg","3"
"6505",NA,2017,"herg","2"
"6506",NA,2017,"herg","2"
"6507",NA,2017,"herg","3"
"6508",NA,2017,"herg","3"
"6509",NA,2017,"herg","3"
"6510",NA,2017,"herg","3"
"6511",NA,2017,"herg","3"
"6512",NA,2017,"herg","3"
"6513",NA,2017,"herg","3"
"6514",NA,2017,"herg","2"
"6515",NA,2017,"herg","3"
"6516",NA,2017,"herg","3"
"6517",NA,2017,"herg","3"
"6518",NA,2017,"gbbg","3"
"6519",NA,2017,"herg","2"
"6520",NA,2017,"herg","3"
"6521",NA,2017,"herg","2"
"6522",NA,2017,"herg","3"
"6523",NA,2017,"herg","3"
"6524",NA,2017,"herg","2"
"6525",NA,2017,"herg","2"
"6526",NA,2017,"herg","3"
"6527",NA,2017,"herg","3"
"6528",NA,2017,"herg","3"
"6529",NA,2017,"herg","3"
"6530",NA,2017,"herg","3"
"6531",NA,2017,"herg","3"
"6532",NA,2017,"herg","3"
"6533",NA,2017,"herg","3"
"6534",NA,2017,"herg","3"
"6535",NA,2017,"herg","2"
"6536",NA,2017,"herg","3"
"6537",NA,2017,"herg","3"
"6538",NA,2017,"herg","3"
"6539",NA,2017,"herg","2"
"6540",NA,2017,"herg","3"
"6541",NA,2017,"herg","3"
"6542",NA,2017,"herg","2"
"6543",NA,2017,"herg","2"
"6544",NA,2017,"herg","3"
"6545",NA,2017,"herg","2"
"6546",NA,2017,"herg","3"
"6547",NA,2017,"herg","3"
"6548",NA,2017,"herg","1"
"6549",NA,2017,"herg","1"
"6550",NA,2017,"herg","3"
"6551",NA,2017,"herg","3"
"6552",NA,2017,"herg","2"
"6553",NA,2017,"herg","3"
"6554",NA,2017,"herg","1"
"6555",NA,2017,"herg","3"
"6556",NA,2017,"herg","2"
"6557","18",2016,"gbbg","2"
"6558","5",2016,"herg","3"
"6559","6",2016,"herg","3"
"6560","3",2016,"herg","3"
"6561","4",2016,"herg","2"
"6562","8",2016,"herg","3"
"6563","9",2016,"herg","3"
"6564","237",2016,"herg","3"
"6565","253",2016,"herg","3"
"6566","502",2016,"herg","3"
"6567","117",2016,"herg","1"
"6568","141",2016,"herg","4"
"6569","586",2016,"herg","3"
"6570","10",2016,"herg","3"
"6571","333",2016,"gbbg","2"
"6572","230",2016,"herg","3"
"6573","585",2016,"herg","3"
"6574","11",2016,"herg","3"
"6575","238",2016,"herg","3"
"6576","244",2016,"herg","3"
"6577","582",2016,"herg","3"
"6578","13",2016,"herg","3"
"6579","383",2016,"herg","3"
"6580","250",2016,"herg","3"
"6581","578",2016,"herg","3"
"6582","279",2016,"herg","3"
"6583","428",2016,"herg","3"
"6584","154",2016,"herg","3"
"6585","576",2016,"herg","3"
"6586","237",2016,"herg","3"
"6587","14",2016,"herg","3"
"6588","251",2016,"herg","3"
"6589","114",2016,"herg","3"
"6590","584",2016,"herg","3"
"6591","16",2016,"herg","3"
"6592","243",2016,"herg","3"
"6593","236",2016,"herg","3"
"6594","284",2016,"herg","3"
"6595","580",2016,"herg","3"
"6596","113",2016,"herg","3"
"6597","422",2016,"herg","3"
"6598","17",2016,"herg","3"
"6599","112",2016,"herg","2"
"6600","256",2016,"herg","3"
"6601","579",2016,"herg","3"
"6602","19",2016,"herg","3"
"6603","242",2016,"herg","3"
"6604","131",2016,"herg","3"
"6605","382",2016,"herg","3"
"6606","583",2016,"herg","3"
"6607","420",2016,"herg","3"
"6608","254",2016,"herg","3"
"6609","122",2016,"herg","3"
"6610","429",2016,"herg","2"
"6611","231",2016,"herg","3"
"6612","110",2016,"herg","3"
"6613","581",2016,"herg","2"
"6614","107",2016,"herg","2"
"6615","280",2016,"herg","3"
"6616","241",2016,"herg","3"
"6617","383",2016,"herg","3"
"6618","425",2016,"herg","3"
"6619","501",2016,"herg","3"
"6620","240",2016,"herg","2"
"6621","200",2016,"herg","3"
"6622","355",2016,"herg","3"
"6623","199",2016,"herg","3"
"6624","234",2016,"herg","3"
"6625","500",2016,"herg","3"
"6626","504",2016,"herg","3"
"6627","263",2016,"herg","3"
"6628","270",2016,"herg","3"
"6629","261",2016,"herg","3"
"6630","503",2016,"herg","2"
"6631","510",2016,"herg","3"
"6632","219",2016,"herg","2"
"6633","511",2016,"herg","2"
"6634","424",2016,"herg","3"
"6635","20",2016,"herg","3"
"6636","195",2016,"herg","3"
"6637","247",2016,"herg","3"
"6638","235",2016,"herg","3"
"6639","197",2016,"herg","3"
"6640","508",2016,"herg","3"
"6641","255",2016,"herg","3"
"6642","180",2016,"herg","3"
"6643","277",2016,"herg","3"
"6644","166",2016,"herg","3"
"6645","506",2016,"herg","3"
"6646","278",2016,"herg","3"
"6647","252",2016,"herg","1"
"6648","514",2016,"herg","3"
"6649","421",2016,"herg","3"
"6650","258",2016,"herg","3"
"6651","169",2016,"herg","3"
"6652","588",2016,"herg","3"
"6653","222",2016,"herg","3"
"6654","210",2016,"herg","3"
"6655","517",2016,"herg","2"
"6656","440",2016,"herg","2"
"6657","199",2016,"herg","3"
"6658","257",2016,"herg","3"
"6659","332",2016,"herg","2"
"6660","249",2016,"herg","3"
"6661","443",2016,"herg","2"
"6662","165",2016,"herg","3"
"6663","159",2016,"herg","3"
"6664","436",2016,"herg","3"
"6665","193",2016,"herg","3"
"6666","21",2016,"herg","3"
"6667","372",2016,"herg","3"
"6668","160",2016,"herg","1"
"6669","283",2016,"herg","3"
"6670","150",2016,"herg","3"
"6671","265",2016,"herg","2"
"6672","442",2016,"herg","3"
"6673","594",2016,"herg","3"
"6674","309",2016,"herg","3"
"6675","308",2016,"herg","3"
"6676","449",2016,"herg","3"
"6677","415",2016,"herg","3"
"6678","307",2016,"herg","3"
"6679","281",2016,"herg","2"
"6680","571",2016,"herg","3"
"6681","433",2016,"herg","3"
"6682","115",2016,"herg","2"
"6683","282",2016,"herg","3"
"6684","311",2016,"herg","2"
"6685","518",2016,"herg","3"
"6686","22",2016,"herg","2"
"6687","184",2016,"herg","3"
"6688","330",2016,"herg","3"
"6689","248",2016,"herg","2"
"6690","431",2016,"herg","2"
"6691","158",2016,"herg","3"
"6692","528",2016,"herg","3"
"6693","554",2016,"herg","3"
"6694","217",2016,"herg","3"
"6695","264",2016,"herg","3"
"6696","563",2016,"herg","3"
"6697","262",2016,"herg","3"
"6698","164",2016,"herg","3"
"6699","452",2016,"herg","3"
"6700","310",2016,"herg","3"
"6701","435",2016,"herg","3"
"6702","191",2016,"herg","3"
"6703","105",2016,"herg","3"
"6704","416",2016,"herg","1"
"6705","530",2016,"herg","3"
"6706","329",2016,"herg","3"
"6707","190",2016,"herg","3"
"6708","434",2016,"herg","3"
"6709","336",2016,"herg","3"
"6710","423",2016,"herg","3"
"6711","328",2016,"herg","3"
"6712","418",2016,"herg","3"
"6713","427",2016,"herg","3"
"6714","315",2016,"herg","3"
"6715","417",2016,"herg","3"
"6716","374",2016,"herg","3"
"6717","316",2016,"herg","3"
"6718","324",2016,"herg","3"
"6719","23",2016,"herg","3"
"6720","245",2016,"herg","3"
"6721","537",2016,"herg","3"
"6722","149",2016,"herg","3"
"6723","426",2016,"herg","2"
"6724","24",2016,"herg","2"
"6725","532",2016,"herg","3"
"6726","562",2016,"herg","1"
"6727","182",2016,"herg","2"
"6728","591",2016,"herg","3"
"6729","225",2016,"herg","3"
"6730","507",2016,"herg","3"
"6731","151",2016,"gbbg","2"
"6732","25",2016,"herg","3"
"6733","505",2016,"herg","3"
"6734","292",2016,"herg","3"
"6735","26",2016,"herg","3"
"6736","593",2016,"herg","3"
"6737","285",2016,"herg","3"
"6738","361",2016,"herg","3"
"6739","125",2016,"herg","3"
"6740","237",2016,"herg","3"
"6741","293",2016,"herg","3"
"6742","119",2016,"herg","3"
"6743","516",2016,"herg","3"
"6744","262",2016,"herg","3"
"6745","27",2016,"herg","3"
"6746","174",2016,"herg","3"
"6747","267",2016,"herg","3"
"6748","515",2016,"herg","3"
"6749","394",2016,"herg","3"
"6750","188",2016,"herg","3"
"6751","121",2016,"herg","3"
"6752","28",2016,"herg","3"
"6753","259",2016,"herg","2"
"6754","183",2016,"herg","3"
"6755","432",2016,"herg","2"
"6756","412",2016,"herg","3"
"6757","295",2016,"herg","1"
"6758","419",2016,"herg","3"
"6759","148",2016,"herg","3"
"6760","430",2016,"herg","3"
"6761","559",2016,"herg","3"
"6762","296",2016,"herg","3"
"6763","198",2016,"herg","3"
"6764","186",2016,"herg","3"
"6765","29",2016,"herg","3"
"6766","453",2016,"herg","3"
"6767","313",2016,"herg","3"
"6768","181",2016,"herg","3"
"6769","109",2016,"herg","3"
"6770","450",2016,"herg","3"
"6771","30",2016,"herg","3"
"6772","456",2016,"herg","3"
"6773","375",2016,"herg","3"
"6774","451",2016,"herg","1"
"6775","297",2016,"herg","3"
"6776","187",2016,"herg","3"
"6777","31",2016,"herg","1"
"6778","138",2016,"herg","3"
"6779","376",2016,"herg","3"
"6780","444",2016,"herg","3"
"6781","189",2016,"herg","1"
"6782","291",2016,"herg","3"
"6783","34",2016,"herg","3"
"6784","116",2016,"herg","2"
"6785","448",2016,"herg","3"
"6786","371",2016,"herg","3"
"6787","446",2016,"herg","3"
"6788","179",2016,"herg","3"
"6789","175",2016,"herg","3"
"6790","172",2016,"gbbg","1"
"6791","35",2016,"herg","3"
"6792","391",2016,"herg","2"
"6793","592",2016,"herg","3"
"6794","176",2016,"herg","1"
"6795","579",2016,"herg","3"
"6796","589",2016,"herg","3"
"6797","37",2016,"herg","3"
"6798","192",2016,"herg","3"
"6799","1",2016,"herg","3"
"6800","519",2016,"herg","2"
"6801","287",2016,"herg","3"
"6802","489",2016,"herg","2"
"6803","136",2016,"herg","3"
"6804","177",2016,"herg","3"
