"","flag","clutch","year","species"
"520",NA,1,"2013","herg"
"521",NA,3,"2013","herg"
"522",NA,3,"2013","herg"
"523",NA,2,"2013","herg"
"524",NA,3,"2013","herg"
"525",NA,3,"2013","herg"
"526",NA,1,"2013","herg"
"527",NA,2,"2013","herg"
"528",NA,2,"2013","herg"
"529",NA,3,"2013","herg"
"530",NA,2,"2013","herg"
"531",NA,2,"2013","herg"
"532",NA,1,"2013","herg"
"533",NA,3,"2013","herg"
"534",NA,3,"2013","herg"
"535",NA,1,"2013","herg"
"536",NA,3,"2013","herg"
"537",NA,2,"2013","herg"
"538",NA,2,"2013","herg"
"539",NA,2,"2013","herg"
"540",NA,3,"2013","herg"
"541",NA,3,"2013","herg"
"542",NA,3,"2013","herg"
"543",NA,1,"2013","herg"
"544",NA,2,"2013","herg"
"545",NA,3,"2013","herg"
"546",NA,2,"2013","herg"
"547",NA,3,"2013","herg"
"548",NA,2,"2013","herg"
"549",NA,3,"2013","herg"
"550",NA,3,"2013","herg"
"551",NA,2,"2013","herg"
"552",NA,3,"2013","herg"
"553",NA,2,"2013","herg"
"554",NA,3,"2013","herg"
"555",NA,3,"2013","herg"
"556",NA,3,"2013","herg"
"557",NA,3,"2013","herg"
"558",NA,2,"2013","herg"
"559",NA,3,"2013","herg"
"560",NA,2,"2013","herg"
"561",NA,3,"2013","herg"
"562",NA,3,"2013","herg"
"563",NA,3,"2013","herg"
"564",NA,3,"2013","herg"
"565",NA,3,"2013","herg"
"566",NA,3,"2013","herg"
"567",NA,3,"2013","herg"
"568",NA,3,"2013","herg"
"569",NA,3,"2013","herg"
"570",NA,3,"2013","herg"
"571",NA,2,"2013","herg"
"572",NA,3,"2013","herg"
"573",NA,2,"2013","herg"
"574",NA,3,"2013","herg"
"575",NA,3,"2013","herg"
"576",NA,3,"2013","herg"
"577",NA,3,"2013","herg"
"578",NA,3,"2013","herg"
"579",NA,3,"2013","herg"
"580",NA,3,"2013","herg"
"581",NA,3,"2013","herg"
"582",NA,3,"2013","herg"
"583",NA,3,"2013","herg"
"584",NA,2,"2013","herg"
"585",NA,3,"2013","herg"
"586",NA,2,"2013","herg"
"587",NA,3,"2013","herg"
"588",NA,1,"2013","herg"
"589",NA,3,"2013","herg"
"590",NA,3,"2013","herg"
"591",NA,2,"2013","herg"
"592",NA,3,"2013","herg"
"593",NA,3,"2013","herg"
"594",NA,3,"2013","herg"
"595",NA,3,"2013","herg"
"596",NA,3,"2013","herg"
"597",NA,3,"2013","herg"
"598",NA,3,"2013","herg"
"599",NA,2,"2013","herg"
"600",NA,2,"2013","herg"
"601",NA,3,"2013","herg"
"602",NA,3,"2013","herg"
"603",NA,1,"2013","herg"
"604",NA,3,"2013","herg"
"605",NA,3,"2013","herg"
"606",NA,3,"2013","herg"
"607",NA,3,"2013","herg"
"608",NA,3,"2013","herg"
"609",NA,3,"2013","herg"
"610",NA,3,"2013","herg"
"611",NA,3,"2013","herg"
"612",NA,3,"2013","herg"
"613",NA,3,"2013","herg"
"614",NA,3,"2013","herg"
"615",NA,3,"2013","herg"
"616",NA,3,"2013","herg"
"617",NA,3,"2013","herg"
"618",NA,3,"2013","herg"
"619",NA,3,"2013","herg"
"620",NA,3,"2013","herg"
"621",NA,3,"2013","herg"
"622",NA,3,"2013","herg"
"623",NA,3,"2013","herg"
"624",NA,3,"2013","herg"
"625",NA,3,"2013","herg"
"626",NA,3,"2013","herg"
"627",NA,3,"2013","herg"
"628",NA,3,"2013","herg"
"629",NA,3,"2013","herg"
"630",NA,3,"2013","herg"
"631",NA,1,"2013","herg"
"632",NA,1,"2013","herg"
"633",NA,3,"2013","herg"
"634",NA,2,"2013","herg"
"635",NA,3,"2013","herg"
"636",NA,3,"2013","herg"
"637",NA,2,"2013","herg"
"638",NA,2,"2013","herg"
"639",NA,3,"2013","herg"
"640",NA,3,"2013","herg"
"641",NA,3,"2013","herg"
"642",NA,3,"2013","herg"
"643",NA,2,"2013","herg"
"644",NA,2,"2013","herg"
"645",NA,3,"2013","herg"
"646",NA,2,"2013","herg"
"647",NA,3,"2013","herg"
"648",NA,3,"2013","herg"
"649",NA,3,"2013","herg"
"650",NA,3,"2013","herg"
"651",NA,1,"2013","herg"
"652",NA,2,"2013","herg"
"653",NA,2,"2013","herg"
"654",NA,2,"2013","herg"
"655",NA,2,"2013","herg"
"656",NA,3,"2013","herg"
"657",NA,2,"2013","herg"
"658",NA,3,"2013","herg"
"659",NA,1,"2013","herg"
"660",NA,3,"2013","herg"
"661",NA,2,"2013","herg"
"662",NA,3,"2013","herg"
"663",NA,3,"2013","herg"
"664",NA,2,"2013","herg"
"665",NA,3,"2013","herg"
"666",NA,2,"2013","herg"
"667",NA,3,"2013","herg"
"668",NA,3,"2013","herg"
"669",NA,2,"2013","herg"
"670",NA,3,"2013","herg"
"671",NA,2,"2013","herg"
"672",NA,3,"2013","herg"
"673",NA,2,"2013","herg"
"674",NA,3,"2013","herg"
"675",NA,2,"2013","herg"
"676",NA,3,"2013","herg"
"677",NA,1,"2013","herg"
"678",NA,2,"2013","herg"
"679",NA,2,"2013","herg"
"680",NA,1,"2013","herg"
"681",NA,3,"2013","herg"
"682",NA,3,"2013","herg"
"683",NA,3,"2013","herg"
"684",NA,2,"2013","herg"
"685",NA,3,"2013","herg"
"686",NA,4,"2013","herg"
"687",NA,2,"2013","herg"
"688",NA,3,"2013","herg"
"689",NA,3,"2013","herg"
"690",NA,3,"2013","herg"
"691",NA,2,"2013","herg"
"692",NA,3,"2013","herg"
"693",NA,1,"2013","herg"
"694",NA,1,"2013","herg"
"695",NA,3,"2013","herg"
"696",NA,2,"2013","herg"
"697",NA,1,"2013","herg"
"698",NA,1,"2013","herg"
"699",NA,3,"2013","herg"
"700",NA,3,"2013","herg"
"701",NA,3,"2013","herg"
"702",NA,3,"2013","herg"
"703",NA,3,"2013","herg"
"704",NA,3,"2013","herg"
"705",NA,2,"2013","herg"
"706",NA,1,"2013","herg"
"707",NA,3,"2013","herg"
"708",NA,3,"2013","herg"
"709",NA,2,"2013","herg"
"710",NA,2,"2013","herg"
"711",NA,2,"2013","herg"
"712",NA,3,"2013","herg"
"713",NA,3,"2013","herg"
"714",NA,1,"2013","herg"
"715",NA,2,"2013","herg"
"716",NA,3,"2013","herg"
"717",NA,3,"2013","herg"
"718",NA,3,"2013","herg"
"719",NA,3,"2013","herg"
"720",NA,3,"2013","herg"
"721",NA,3,"2013","herg"
"722",NA,3,"2013","herg"
"723",NA,2,"2013","herg"
"724",NA,3,"2013","herg"
"725",NA,2,"2013","herg"
"726",NA,2,"2013","herg"
"727",NA,3,"2013","herg"
"728",NA,2,"2013","herg"
"729",NA,2,"2013","herg"
"730",NA,3,"2013","herg"
"731",NA,3,"2013","herg"
"732",NA,3,"2013","herg"
"733",NA,3,"2013","herg"
"734",NA,3,"2013","herg"
"735",NA,2,"2013","herg"
"736",NA,3,"2013","herg"
"737",NA,3,"2013","herg"
"738",NA,3,"2013","herg"
"739",NA,3,"2013","herg"
"740",NA,2,"2013","herg"
"741",NA,3,"2013","herg"
"742",NA,3,"2013","herg"
"743",NA,2,"2013","herg"
"744",NA,3,"2013","herg"
"745",NA,3,"2013","herg"
"746",NA,3,"2013","herg"
"747",NA,1,"2013","herg"
"748",NA,3,"2013","herg"
"749",NA,3,"2013","herg"
"750",NA,3,"2013","herg"
"751",NA,3,"2013","herg"
"752",NA,3,"2013","herg"
"753",NA,3,"2013","herg"
"754",NA,3,"2013","herg"
"755",NA,3,"2013","herg"
"756",NA,3,"2013","herg"
"757",NA,2,"2013","herg"
"758",NA,2,"2013","herg"
"759",NA,2,"2013","herg"
"760",NA,3,"2013","herg"
"761",NA,3,"2013","herg"
"762",NA,1,"2013","herg"
"763",NA,3,"2013","herg"
"764",NA,2,"2013","herg"
"765",NA,1,"2013","herg"
"766",NA,2,"2013","herg"
"767",NA,3,"2013","herg"
"768",NA,3,"2013","herg"
"769",NA,3,"2013","herg"
"770",NA,2,"2013","herg"
"771",NA,3,"2013","herg"
"772",NA,3,"2013","herg"
"773",NA,3,"2013","herg"
"774",NA,3,"2013","herg"
"775",NA,3,"2013","herg"
"776",NA,3,"2013","herg"
"777",NA,3,"2013","herg"
"778",NA,2,"2013","herg"
"779",NA,3,"2013","herg"
"780",NA,2,"2013","herg"
"781",NA,3,"2013","herg"
"782",NA,3,"2013","herg"
"783",NA,3,"2013","herg"
"784",NA,3,"2013","herg"
"785",NA,1,"2013","herg"
"786",NA,3,"2013","herg"
"787",NA,3,"2013","herg"
"788",NA,2,"2013","herg"
"789",NA,3,"2013","herg"
"790",NA,3,"2013","herg"
"791",NA,3,"2013","herg"
"792",NA,3,"2013","herg"
"793",NA,3,"2013","herg"
"794",NA,3,"2013","herg"
"795",NA,3,"2013","herg"
"796",NA,3,"2013","herg"
"797",NA,3,"2013","herg"
"798",NA,3,"2013","herg"
"799",NA,3,"2013","herg"
"800",NA,3,"2013","herg"
"801",NA,3,"2013","herg"
"802",NA,2,"2013","herg"
"803",NA,3,"2013","herg"
"804",NA,3,"2013","herg"
"805",NA,3,"2013","herg"
"806",NA,3,"2013","herg"
"807",NA,2,"2013","herg"
"808",NA,3,"2013","herg"
"809",NA,3,"2013","herg"
"810",NA,3,"2013","herg"
"811",NA,3,"2013","herg"
"812",NA,3,"2013","herg"
"813",NA,2,"2013","herg"
"814",NA,1,"2013","herg"
"815",NA,3,"2013","herg"
"816",NA,3,"2013","herg"
"817",NA,3,"2013","herg"
"818",NA,3,"2013","herg"
"819",NA,2,"2013","herg"
"820",NA,3,"2013","herg"
"821",NA,1,"2013","herg"
"822",NA,1,"2013","herg"
"823",NA,3,"2013","herg"
"824",NA,3,"2013","herg"
"825",NA,3,"2013","herg"
"826",NA,1,"2013","herg"
"827",NA,3,"2013","herg"
"828",NA,3,"2013","herg"
"829",NA,2,"2013","herg"
"830",NA,3,"2013","herg"
"831",NA,3,"2013","herg"
"832",NA,1,"2013","herg"
"833",NA,3,"2013","herg"
"834",NA,3,"2013","herg"
"835",NA,3,"2013","herg"
"836",NA,3,"2013","herg"
"837",NA,3,"2013","herg"
"838",NA,3,"2013","herg"
"839",NA,3,"2013","herg"
"840",NA,2,"2013","herg"
"841",NA,2,"2013","herg"
"842",NA,3,"2013","herg"
"843",NA,3,"2013","herg"
"844",NA,3,"2013","herg"
"845",NA,3,"2013","herg"
"846",NA,3,"2013","herg"
"847",NA,3,"2013","herg"
"848",NA,3,"2013","herg"
"849",NA,3,"2013","herg"
"850",NA,3,"2013","herg"
"851",NA,3,"2013","herg"
"852",NA,3,"2013","herg"
"853",NA,3,"2013","herg"
"854",NA,1,"2013","herg"
"855",NA,1,"2013","herg"
"856",NA,3,"2013","herg"
"857",NA,2,"2013","herg"
"858",NA,3,"2013","herg"
"859",NA,3,"2013","herg"
"860",NA,3,"2013","herg"
"861",NA,3,"2013","herg"
"862",NA,3,"2013","herg"
"863",NA,2,"2013","herg"
"864",NA,3,"2013","herg"
"865",NA,4,"2013","coei"
"866",NA,3,"2013","herg"
"867",NA,3,"2013","herg"
"868",NA,3,"2013","herg"
"869",NA,3,"2013","herg"
"870",NA,3,"2013","herg"
"871",NA,3,"2013","herg"
"872",NA,1,"2013","herg"
"873",NA,3,"2013","herg"
"874",NA,3,"2013","herg"
"875",NA,3,"2013","herg"
"876",NA,1,"2013","herg"
"877",NA,3,"2013","herg"
"878",NA,3,"2013","herg"
"879",NA,3,"2013","herg"
"880",NA,3,"2013","herg"
"881",NA,3,"2013","herg"
"882",NA,2,"2013","herg"
"883",NA,3,"2013","herg"
"884",NA,1,"2013","herg"
"885",NA,4,"2013","coei"
"886",NA,3,"2013","herg"
"887",NA,3,"2013","herg"
"888",NA,2,"2013","herg"
"889",NA,2,"2013","herg"
"890",NA,3,"2013","herg"
"891",NA,3,"2013","herg"
"892",NA,3,"2013","herg"
"893",NA,3,"2013","herg"
"894",NA,3,"2013","herg"
"895",NA,3,"2013","herg"
"896",NA,3,"2013","herg"
"897",NA,3,"2013","herg"
"898",NA,3,"2013","herg"
"899",NA,2,"2013","coei"
"900",NA,2,"2013","herg"
