"","flag","clutch","comment","location","...5","...6","...7","year"
"358",491,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"359",295,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"360",122,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"361",107,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"362",137,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"363",73,3,"2 chicks","PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"364",840,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"365",31,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"366",111,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"367",563,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"368",859,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"369",229,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"370",350,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"371",537,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"372",112,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"373",870,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"374",113,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"375",152,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"376",174,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"377",168,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"378",177,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"379",181,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"380",171,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"381",866,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"382",579,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"383",857,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"384",856,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"385",88,3,"1 pip","PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"386",196,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"387",862,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"388",123,1,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"389",594,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"390",114,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"391",115,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"392",239,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"393",130,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"394",76,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"395",156,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"396",133,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"397",47,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"398",101,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"399",12,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"400",116,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"401",108,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"402",189,1,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"403",591,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"404",16,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"405",124,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"406",40,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"407",98,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"408",143,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"409",576,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"410",155,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"411",39,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"412",56,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"413",19,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"414",18,2,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"415",21,3,NA,"PuffinPoint->Boardwalk",NA,NA,NA,"2021"
"416",254,1,NA,"Sea->House",NA,NA,NA,"2021"
"417",451,3,NA,"Sea->House",NA,NA,NA,"2021"
"418",176,2,NA,"Sea->House",NA,NA,NA,"2021"
"419",823,3,NA,"Sea->House",NA,NA,NA,"2021"
"420",421,3,NA,"Sea->House",NA,NA,NA,"2021"
"421",546,3,NA,"Sea->House",NA,NA,NA,"2021"
"422",471,3,NA,"Sea->House",NA,NA,NA,"2021"
"423",371,2,NA,"Sea->House",NA,NA,NA,"2021"
"424",232,3,NA,"Sea->House",NA,NA,NA,"2021"
"425",801,3,NA,"Sea->House",NA,NA,NA,"2021"
"426",120,3,NA,"Sea->House",NA,NA,NA,"2021"
"427",821,3,NA,"Sea->House",NA,NA,NA,"2021"
"428",351,3,NA,"Sea->House",NA,NA,NA,"2021"
"429",209,1,NA,"Sea->House",NA,NA,NA,"2021"
"430",834,2,NA,"Sea->House",NA,NA,NA,"2021"
"431",358,3,NA,"Sea->House",NA,NA,NA,"2021"
"432",306,3,NA,"Sea->House",NA,NA,NA,"2021"
"433",342,3,NA,"Sea->House",NA,NA,NA,"2021"
"434",312,3,NA,"Sea->House",NA,NA,NA,"2021"
"435",404,3,NA,"Sea->House",NA,NA,NA,"2021"
"436",135,3,NA,"Sea->House",NA,NA,NA,"2021"
"437",429,3,NA,"Sea->House",NA,NA,NA,"2021"
"438",543,5,"eider","GenShed->Boathouse",NA,NA,NA,"2021"
"439",33,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"440",566,1,"GBBG","GenShed->Boathouse",NA,NA,NA,"2021"
"441",579,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"442",574,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"443",560,3,"1 chick 1 pip","GenShed->Boathouse",NA,NA,NA,"2021"
"444",573,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"445",558,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"446",585,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"447",581,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"448",541,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"449",588,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"450",556,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"451",540,4,"1 chick 1 pip","GenShed->Boathouse",NA,NA,NA,"2021"
"452",557,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"453",542,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"454",587,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"455",539,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"456",548,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"457",569,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"458",583,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"459",545,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"460",722,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"461",719,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"462",343,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"463",538,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"464",712,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"465",22,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"466",745,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"467",578,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"468",60,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"469",4,3,"3 chicks","GenShed->Boathouse",NA,NA,NA,"2021"
"470",185,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"471",238,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"472",813,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"473",530,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"474",715,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"475",808,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"476",168,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"477",304,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"478",577,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"479",318,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"480",771,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"481",778,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"482",77,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"483",324,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"484",374,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"485",724,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"486",805,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"487",9,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"488",161,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"489",249,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"490",357,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"491",773,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"492",759,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"493",36,3,"eider","GenShed->Boathouse",NA,NA,NA,"2021"
"494",362,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"495",535,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"496",752,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"497",210,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"498",58,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"499",25,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"500",302,2,"2 chicks","GenShed->Boathouse",NA,NA,NA,"2021"
"501",359,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"502",71,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"503",811,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"504",437,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"505",321,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"506",749,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"507",81,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"508",328,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"509",822,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"510",718,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"511",32,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"512",381,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"513",15,6,"eider","GenShed->Boathouse",NA,NA,NA,"2021"
"514",80,4,"eider","GenShed->Boathouse",NA,NA,NA,"2021"
"515",20,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"516",8,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"517",751,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"518",14,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"519",49,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"520",744,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"521",217,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"522",723,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"523",364,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"524",830,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"525",13,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"526",480,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"527",793,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"528",193,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"529",782,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"530",722,4,"2 chicks","GenShed->Boathouse",NA,NA,NA,"2021"
"531",814,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"532",414,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"533",90,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"534",85,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"535",798,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"536",349,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"537",5,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"538",425,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"539",10,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"540",62,2,"GBBG","GenShed->Boathouse",NA,NA,NA,"2021"
"541",717,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"542",70,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"543",786,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"544",215,3,"GBBG","GenShed->Boathouse",NA,NA,NA,"2021"
"545",6,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"546",835,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"547",211,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"548",335,1,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"549",55,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"550",533,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"551",353,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"552",131,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"553",746,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"554",323,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"555",534,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"556",815,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"557",392,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"558",572,2,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"559",367,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"560",372,3,NA,"GenShed->Boathouse",NA,NA,NA,"2021"
"561",17,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"562",354,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"563",202,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"564",532,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"565",716,2,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"566",232,2,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"567",368,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"568",35,2,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"569",235,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"570",250,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"571",159,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"572",781,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"573",528,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"574",713,1,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"575",303,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"576",792,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"577",816,2,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"578",804,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"579",748,3,NA,"Guesthouse->GenShed",NA,NA,NA,"2021"
"580",470,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"581",252,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"582",784,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"583",705,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"584",249,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"585",420,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"586",30,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"587",758,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"588",787,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"589",247,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"590",810,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"591",34,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"592",720,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"593",234,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"594",339,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"595",825,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"596",246,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"597",702,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"598",336,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"599",794,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"600",208,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"601",337,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"602",800,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"603",743,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"604",128,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"605",376,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"606",236,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"607",789,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"608",765,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"609",777,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"610",341,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"611",3,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"612",741,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"613",100,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"614",298,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"615",829,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"616",747,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"617",796,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"618",291,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"619",396,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"620",118,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"621",46,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"622",764,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"623",340,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"624",770,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"625",418,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"626",772,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"627",248,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"628",191,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"629",218,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"630",828,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"631",762,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"632",435,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"633",736,3,"2 chicks","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"634",768,3,"2 chicks","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"635",444,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"636",2,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"637",795,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"638",831,5,"eider","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"639",783,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"640",704,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"641",387,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"642",826,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"643",836,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"644",297,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"645",493,5,"eider","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"646",753,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"647",817,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"648",812,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"649",369,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"650",213,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"651",82,3,"1 chick","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"652",756,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"653",785,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"654",791,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"655",806,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"656",243,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"657",730,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"658",333,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"659",707,1,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"660",776,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"661",228,3,"1 pip","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"662",740,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"663",701,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"664",703,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"665",739,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"666",388,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"667",453,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"668",735,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"669",212,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"670",184,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"671",710,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"672",363,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"673",411,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"674",727,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"675",360,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"676",774,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"677",709,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"678",400,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"679",733,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"680",775,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"681",496,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"682",731,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"683",732,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"684",497,5,"eider","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"685",95,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"686",92,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"687",226,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"688",45,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"689",734,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"690",797,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"691",395,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"692",385,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"693",790,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"694",818,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"695",708,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"696",761,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"697",820,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"698",726,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"699",729,1,"pip","Boathouse->WestSideExt.",NA,NA,NA,"2021"
"700",756,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"701",833,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"702",779,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"703",132,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"704",728,2,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"705",725,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"706",832,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"707",289,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"708",44,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"709",127,3,NA,"Boathouse->WestSideExt.",NA,NA,NA,"2021"
"710",38,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"711",760,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"712",754,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"713",164,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"714",780,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"715",827,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"716",472,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"717",766,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"718",192,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"719",714,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"720",460,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"721",774,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"722",405,1,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"723",495,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"724",737,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"725",706,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"726",436,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"727",172,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
