"","date","species","count","notes","year"
"17067",2019-07-21,"colo",0,NA,2019
"17068",2019-07-21,"cago",0,NA,2019
"17069",2019-07-21,"porpoise",0,NA,2019
"17070",2019-07-21,"raptor",0,NA,2019
"17071",2019-07-21,"gbhe",0,NA,2019
"17072",2019-07-21,"scoter",0,NA,2019
"17073",2019-07-21,"shearwater",0,NA,2019
"17074",2019-07-21,"wisp",0,NA,2019
"17075",2019-07-21,"lbbg",0,NA,2019
"17076",2019-07-22,"herg",0,NA,2019
"17077",2019-07-22,"gbbg",0,NA,2019
"17078",2019-07-22,"coei_ad",0,NA,2019
"17079",2019-07-22,"coei_ju",0,NA,2019
"17080",2019-07-22,"blgu",0,NA,2019
"17081",2019-07-22,"puffin",0,NA,2019
"17082",2019-07-22,"dcco",0,NA,2019
"17083",2019-07-22,"ternsp",0,NA,2019
"17084",2019-07-22,"razo",0,NA,2019
"17085",2019-07-22,"lagu",0,NA,2019
"17086",2019-07-22,"comu",0,NA,2019
"17087",2019-07-22,"baea",0,NA,2019
"17088",2019-07-22,"noga",0,NA,2019
"17089",2019-07-22,"corvid",0,NA,2019
"17090",2019-07-22,"peepsp",0,NA,2019
"17091",2019-07-22,"seals",0,NA,2019
"17092",2019-07-22,"colo",0,NA,2019
"17093",2019-07-22,"cago",0,NA,2019
"17094",2019-07-22,"porpoise",0,NA,2019
"17095",2019-07-22,"raptor",0,NA,2019
"17096",2019-07-22,"gbhe",0,NA,2019
"17097",2019-07-22,"scoter",0,NA,2019
"17098",2019-07-22,"shearwater",0,NA,2019
"17099",2019-07-22,"wisp",0,NA,2019
"17100",2019-07-22,"lbbg",0,NA,2019
"17101",2020-06-08,"herg",194,"3 ATPU, 3 DCCO",2020
"17102",2020-06-08,"gbbg",13,"3 ATPU, 3 DCCO",2020
"17103",2020-06-08,"coei_ad",64,"3 ATPU, 3 DCCO",2020
"17104",2020-06-08,"coei_ju",0,"3 ATPU, 3 DCCO",2020
"17105",2020-06-08,"blgu",103,"3 ATPU, 3 DCCO",2020
"17106",2020-06-08,"puffin",3,"3 ATPU, 3 DCCO",2020
"17107",2020-06-08,"dcco",3,"3 ATPU, 3 DCCO",2020
"17108",2020-06-08,"ternsp",0,"3 ATPU, 3 DCCO",2020
"17109",2020-06-08,"razo",0,"3 ATPU, 3 DCCO",2020
"17110",2020-06-08,"lagu",0,"3 ATPU, 3 DCCO",2020
"17111",2020-06-08,"comu",0,"3 ATPU, 3 DCCO",2020
"17112",2020-06-08,"baea",0,"3 ATPU, 3 DCCO",2020
"17113",2020-06-08,"noga",0,"3 ATPU, 3 DCCO",2020
"17114",2020-06-08,"corvid",0,"3 ATPU, 3 DCCO",2020
"17115",2020-06-08,"peepsp",0,"3 ATPU, 3 DCCO",2020
"17116",2020-06-08,"seals",0,"3 ATPU, 3 DCCO",2020
"17117",2020-06-08,"colo",0,"3 ATPU, 3 DCCO",2020
"17118",2020-06-08,"cago",0,"3 ATPU, 3 DCCO",2020
"17119",2020-06-08,"porpoise",0,"3 ATPU, 3 DCCO",2020
"17120",2020-06-08,"raptor",0,"3 ATPU, 3 DCCO",2020
"17121",2020-06-08,"gbhe",0,"3 ATPU, 3 DCCO",2020
"17122",2020-06-08,"scoter",0,"3 ATPU, 3 DCCO",2020
"17123",2020-06-08,"shearwater",0,"3 ATPU, 3 DCCO",2020
"17124",2020-06-08,"wisp",0,"3 ATPU, 3 DCCO",2020
"17125",2020-06-08,"lbbg",0,"3 ATPU, 3 DCCO",2020
"17126",2020-06-09,"herg",255,"6 ATPU",2020
"17127",2020-06-09,"gbbg",17,"6 ATPU",2020
"17128",2020-06-09,"coei_ad",171,"6 ATPU",2020
"17129",2020-06-09,"coei_ju",1,"6 ATPU",2020
"17130",2020-06-09,"blgu",168,"6 ATPU",2020
"17131",2020-06-09,"puffin",6,"6 ATPU",2020
"17132",2020-06-09,"dcco",0,"6 ATPU",2020
"17133",2020-06-09,"ternsp",0,"6 ATPU",2020
"17134",2020-06-09,"razo",0,"6 ATPU",2020
"17135",2020-06-09,"lagu",0,"6 ATPU",2020
"17136",2020-06-09,"comu",0,"6 ATPU",2020
"17137",2020-06-09,"baea",0,"6 ATPU",2020
"17138",2020-06-09,"noga",0,"6 ATPU",2020
"17139",2020-06-09,"corvid",0,"6 ATPU",2020
"17140",2020-06-09,"peepsp",0,"6 ATPU",2020
"17141",2020-06-09,"seals",0,"6 ATPU",2020
"17142",2020-06-09,"colo",0,"6 ATPU",2020
