"","flag","clutch","year","location","species"
"367",NA,"2","2011",NA,"herg"
"368",NA,"3","2011",NA,"herg"
"369",NA,"3","2011",NA,"herg"
"370",NA,"1","2011",NA,"herg"
"371",NA,"1","2011",NA,"herg"
"372",NA,"3","2011",NA,"herg"
"373",NA,"2","2011",NA,"herg"
"374",NA,"3","2011",NA,"herg"
"375",NA,"3","2011",NA,"herg"
"376",NA,"0","2011",NA,"herg"
"377",NA,"3","2011",NA,"herg"
"378",NA,"3","2011",NA,"herg"
"379",NA,"1","2011",NA,"herg"
"380",NA,"2","2011",NA,"herg"
"381",NA,"0","2011",NA,"herg"
"382",NA,"1","2011",NA,"herg"
"383",NA,"3","2011",NA,"herg"
"384",NA,"2","2011",NA,"herg"
"385",NA,"3","2011",NA,"herg"
"386",NA,"2","2011",NA,"herg"
"387",NA,"2","2011",NA,"herg"
"388",NA,"3","2011",NA,"herg"
"389",NA,"2","2011",NA,"herg"
"390",NA,"1","2011",NA,"herg"
"391",NA,"2","2011",NA,"herg"
"392",NA,"1","2011",NA,"herg"
"393",NA,"2","2011",NA,"herg"
"394",NA,"1","2011",NA,"herg"
"395",NA,"1","2011",NA,"herg"
"396",NA,"3","2011",NA,"herg"
"397",NA,"3","2011",NA,"herg"
"398",NA,"2","2011",NA,"herg"
"399",NA,"3","2011",NA,"herg"
"400",NA,"1","2011",NA,"herg"
"401",NA,"3","2011",NA,"herg"
"402",NA,"3","2011",NA,"herg"
"403",NA,"0","2011",NA,"herg"
"404",NA,"2","2011",NA,"herg"
"405",NA,"2","2011",NA,"herg"
"406",NA,"3","2011",NA,"herg"
"407",NA,"2","2011",NA,"herg"
"408",NA,"2","2011",NA,"herg"
"409",NA,"3","2011",NA,"herg"
"410",NA,"3","2011",NA,"herg"
"411",NA,"3","2011",NA,"herg"
"412",NA,"3","2011",NA,"herg"
"413",NA,"3","2011",NA,"herg"
"414",NA,"2","2011",NA,"herg"
"415",NA,"3","2011",NA,"herg"
"416",NA,"2","2011",NA,"herg"
"417",NA,"2","2011",NA,"herg"
"418",NA,"3","2011",NA,"herg"
"419",NA,"3","2011",NA,"herg"
"420",NA,"1","2011",NA,"herg"
"421",NA,"3","2011",NA,"herg"
"422",NA,"3","2011",NA,"herg"
"423",NA,"2","2011",NA,"herg"
"424",NA,"3","2011",NA,"herg"
"425",NA,"3","2011",NA,"herg"
"426",NA,"3","2011",NA,"herg"
"427",NA,"3","2011",NA,"herg"
"428",NA,"3","2011",NA,"herg"
"429",NA,"2","2011",NA,"herg"
"430",NA,"1","2011",NA,"herg"
"431",NA,"2","2011",NA,"herg"
"432",NA,"3","2011",NA,"herg"
"433",NA,"2","2011",NA,"herg"
"434",NA,"2","2011",NA,"herg"
"435",NA,"2","2011",NA,"herg"
"436",NA,"2","2011",NA,"herg"
"437",NA,"3","2011",NA,"herg"
"438",NA,"2","2011",NA,"herg"
"439",NA,"3","2011",NA,"herg"
"440",NA,"3","2011",NA,"herg"
"441",NA,"3","2011",NA,"herg"
"442",NA,"3","2011",NA,"herg"
"443",NA,"0","2011",NA,"herg"
"444",NA,"2","2011",NA,"herg"
"445",NA,"3","2011",NA,"herg"
"446",NA,"3","2011",NA,"herg"
"447",NA,"1","2011",NA,"herg"
"448",NA,"2","2011",NA,"herg"
"449",NA,"1","2011",NA,"herg"
"450",NA,"1","2011",NA,"herg"
"451",NA,"0","2011",NA,"herg"
"452",NA,"3","2011",NA,"herg"
"453",NA,"3","2011",NA,"herg"
"454",NA,"3","2011",NA,"herg"
"455",NA,"3","2011",NA,"herg"
"456",NA,"0","2011",NA,"herg"
"457",NA,"3","2011",NA,"herg"
"458",NA,"3","2011",NA,"herg"
"459",NA,"3","2011",NA,"herg"
"460",NA,"3","2011",NA,"herg"
"461",NA,"3","2011",NA,"herg"
"462",NA,"3","2011",NA,"herg"
"463",NA,"2","2011",NA,"herg"
"464",NA,"2","2011",NA,"herg"
"465",NA,"2","2011",NA,"herg"
"466",NA,"2","2011",NA,"herg"
"467",NA,"2","2011",NA,"herg"
"468",NA,"2","2011",NA,"herg"
"469",NA,"2","2011",NA,"herg"
"470",NA,"1","2011","end of west side extension","herg"
"471",NA,"2","2011","point colony","herg"
"472",NA,"2","2011",NA,"herg"
"473",NA,"2","2011",NA,"herg"
"474",NA,"2","2011",NA,"herg"
"475",NA,"2","2011",NA,"herg"
"476",NA,"2","2011",NA,"herg"
"477",NA,"1","2011",NA,"herg"
"478",NA,"2","2011",NA,"herg"
"479",NA,"2","2011",NA,"herg"
"480",NA,"0","2011",NA,"herg"
"481",NA,"0","2011",NA,"herg"
"482",NA,"2","2011",NA,"herg"
"483",NA,"3","2011",NA,"herg"
"484",NA,"2","2011",NA,"herg"
"485",NA,"2","2011",NA,"herg"
"486",NA,"3","2011",NA,"herg"
"487",NA,"1","2011",NA,"herg"
"488",NA,"1","2011",NA,"herg"
"489",NA,"1","2011",NA,"herg"
"490",NA,"0","2011",NA,"herg"
"491",NA,"2","2011",NA,"herg"
"492",NA,"1","2011",NA,"herg"
"493",NA,"3","2011",NA,"herg"
"494",NA,"1","2011",NA,"herg"
"495",NA,"1","2011",NA,"herg"
"496",NA,"3","2011",NA,"herg"
"497",NA,"2","2011",NA,"herg"
"498",NA,"0","2011",NA,"herg"
"499",NA,"2","2011",NA,"herg"
"500",NA,"0","2011",NA,"herg"
"501",NA,"1","2011",NA,"herg"
"502",NA,"3","2011",NA,"herg"
"503",NA,"2","2011",NA,"herg"
"504",NA,"3","2011",NA,"herg"
"505",NA,"2","2011",NA,"herg"
"506",NA,"1","2011","cabin colony","herg"
"507",NA,"1","2011",NA,"herg"
"508",NA,"3","2011",NA,"herg"
"509",NA,"0","2011",NA,"herg"
"510",NA,"0","2011",NA,"herg"
"511",NA,"0","2011",NA,"herg"
"512",NA,"2","2011",NA,"herg"
"513",NA,"2","2011",NA,"herg"
"514",NA,"0","2011",NA,"herg"
"515",NA,"0","2011",NA,"herg"
"516",NA,"0","2011",NA,"herg"
"517",NA,"0","2011",NA,"herg"
"518",NA,"0","2011",NA,"herg"
"519",NA,"2","2011",NA,"herg"
"520",NA,"1","2011",NA,"herg"
"521",NA,"3","2011",NA,"herg"
"522",NA,"3","2011",NA,"herg"
"523",NA,"3","2011",NA,"herg"
"524",NA,"2","2011",NA,"herg"
"525",NA,"2","2011",NA,"herg"
"526",NA,"0","2011",NA,"gbbg"
"527",NA,"2","2011",NA,"herg"
"528",NA,"0","2011",NA,"herg"
"529",NA,"1","2011",NA,"herg"
"530",NA,"1","2011",NA,"herg"
"531",NA,"1","2011",NA,"herg"
"532",NA,"3","2011",NA,"herg"
"533",NA,"1","2011",NA,"herg"
"534",NA,"2","2011",NA,"herg"
"535",NA,"3","2011",NA,"herg"
"536",NA,"1","2011",NA,"herg"
"537",NA,"1","2011",NA,"herg"
"538",NA,"1","2011",NA,"herg"
"539",NA,"2","2011",NA,"herg"
"540",NA,"1","2011",NA,"herg"
"541",NA,"2","2011",NA,"herg"
"542",NA,"2","2011",NA,"herg"
"543",NA,"0","2011",NA,"herg"
"544",NA,"1","2011",NA,"herg"
"545",NA,"2","2011",NA,"herg"
"546",NA,"3","2011",NA,"herg"
"547",NA,"3","2011",NA,"herg"
"548",NA,"3","2011",NA,"herg"
"549",NA,"1","2011",NA,"herg"
"550",NA,"1","2011",NA,"herg"
"551",NA,"0","2011",NA,"herg"
"552",NA,"0","2011",NA,"herg"
"553",NA,"1","2011",NA,"herg"
"554",NA,"2","2011",NA,"herg"
"555",NA,"1","2011",NA,"herg"
"556",NA,"0","2011",NA,"herg"
"557",NA,"0","2011",NA,"herg"
"558",NA,"3","2011",NA,"herg"
"559",NA,"2","2011",NA,"herg"
"560",NA,"1","2011",NA,"herg"
"561",NA,"2","2011",NA,"herg"
"562",NA,"1","2011",NA,"herg"
"563",NA,"1","2011",NA,"herg"
"564",NA,"2","2011",NA,"herg"
"565",NA,"3","2011",NA,"herg"
"566",NA,"0","2011",NA,"herg"
"567",NA,"2","2011",NA,"herg"
"568",NA,"3","2011",NA,"herg"
"569",NA,"0","2011",NA,"herg"
"570",NA,"3","2011",NA,"herg"
"571",NA,"3","2011",NA,"herg"
"572",NA,"3","2011",NA,"herg"
"573",NA,"0","2011",NA,"herg"
"574",NA,"3","2011",NA,"herg"
"575",NA,"2","2011",NA,"herg"
"576",NA,"1","2011",NA,"herg"
"577",NA,"2","2011",NA,"herg"
"578",NA,"1","2011",NA,"herg"
"579",NA,"3","2011",NA,"herg"
"580",NA,"1","2011",NA,"herg"
"581",NA,"0","2011",NA,"herg"
"582",NA,"2","2011",NA,"herg"
"583",NA,"2","2011",NA,"herg"
"584",NA,"0","2011",NA,"herg"
"585",NA,"2","2011",NA,"herg"
"586",NA,"3","2011",NA,"herg"
"587",NA,"3","2011",NA,"herg"
"588",NA,"0","2011",NA,"herg"
"589",NA,"1","2011",NA,"herg"
"590",NA,"3","2011",NA,"herg"
"591",NA,"0","2011",NA,"herg"
"592",NA,"2","2011",NA,"herg"
"593",NA,"3","2011",NA,"herg"
"594",NA,"0","2011",NA,"herg"
"595",NA,"1","2011",NA,"herg"
"596",NA,"2","2011",NA,"herg"
"597",NA,"3","2011",NA,"herg"
"598",NA,"0","2011",NA,"herg"
"599",NA,"3","2011",NA,"herg"
"600",NA,"2","2011",NA,"herg"
"601",NA,"0","2011",NA,"herg"
"602",NA,"0","2011",NA,"herg"
"603",NA,"2","2011",NA,"herg"
"604",NA,"1","2011",NA,"herg"
"605",NA,"3","2011",NA,"herg"
"606",NA,"3","2011",NA,"herg"
"607",NA,"2","2011",NA,"herg"
"608",NA,"0","2011",NA,"herg"
"609",NA,"3","2011",NA,"herg"
"610",NA,"0","2011",NA,"herg"
"611",NA,"1","2011",NA,"herg"
"612",NA,"2","2011",NA,"herg"
"613",NA,"0","2011",NA,"herg"
"614",NA,"0","2011",NA,"herg"
"615",NA,"1","2011",NA,"herg"
"616",NA,"3","2011",NA,"herg"
"617",NA,"3","2011",NA,"herg"
"618",NA,"0","2011",NA,"herg"
"619",NA,"0","2011",NA,"herg"
"620",NA,"2","2011",NA,"herg"
"621",NA,"0","2011",NA,"herg"
"622",NA,"0","2011",NA,"herg"
"623",NA,"2","2011",NA,"herg"
"624",NA,"0","2011",NA,"herg"
"625",NA,"1","2011",NA,"herg"
"626",NA,"0","2011",NA,"herg"
"627",NA,"1","2011",NA,"herg"
"628",NA,"0","2011",NA,"herg"
"629",NA,"0","2011",NA,"herg"
"630",NA,"2","2011",NA,"herg"
"631",NA,"1","2011",NA,"herg"
"632",NA,"3","2011",NA,"gbbg"
"633",NA,"2","2011",NA,"herg"
"634",NA,"2","2011",NA,"herg"
"635",NA,"2","2011",NA,"herg"
"636",NA,"3","2011",NA,"herg"
"637",NA,"3","2011",NA,"herg"
"638",NA,"2","2011",NA,"herg"
"639",NA,"2","2011",NA,"herg"
"640",NA,"1","2011",NA,"herg"
"641",NA,"0","2011",NA,"herg"
"642",NA,"2","2011",NA,"herg"
"643",NA,"0","2011",NA,"herg"
"644",NA,"0","2011",NA,"herg"
"645",NA,"0","2011",NA,"herg"
"646",NA,"0","2011",NA,"herg"
"647",NA,"0","2011",NA,"herg"
"648",NA,"0","2011",NA,"herg"
"649",NA,"1","2011",NA,"herg"
"650",NA,"0","2011",NA,"herg"
"651",NA,"0","2011",NA,"herg"
"652",NA,"2","2011",NA,"herg"
"653",NA,"1","2011",NA,"herg"
"654",NA,"2","2011",NA,"herg"
"655",NA,"2","2011",NA,"herg"
"656",NA,"0","2011",NA,"herg"
"657",NA,"0","2011",NA,"herg"
"658",NA,"0","2011",NA,"herg"
"659",NA,"2","2011",NA,"herg"
"660",NA,"3","2011",NA,"herg"
"661",NA,"0","2011",NA,"herg"
"662",NA,"3","2011",NA,"herg"
"663",NA,"3","2011",NA,"herg"
"664",NA,"1","2011",NA,"herg"
"665",NA,"3","2011",NA,"herg"
"666",NA,"3","2011",NA,"herg"
"667",NA,"3","2011",NA,"herg"
"668",NA,"3","2011",NA,"herg"
"669",NA,"2","2011",NA,"herg"
"670",NA,"2","2011",NA,"herg"
"671",NA,"3","2011",NA,"herg"
"672",NA,"3","2011",NA,"herg"
"673",NA,"1","2011",NA,"herg"
"674",NA,"3","2011",NA,"herg"
"675",NA,"1","2011",NA,"herg"
"676",NA,"3","2011",NA,"herg"
"677",NA,"1","2011",NA,"herg"
"678",NA,"0","2011",NA,"herg"
"679",NA,"3","2011",NA,"herg"
"680",NA,"3","2011",NA,"herg"
"681",NA,"2","2011",NA,"herg"
"682",NA,"3","2011",NA,"herg"
"683",NA,"3","2011",NA,"herg"
"684",NA,"3","2011",NA,"herg"
"685",NA,"2","2011",NA,"herg"
"686",NA,"0","2011",NA,"herg"
"687",NA,"0","2011",NA,"herg"
"688",NA,"2","2011",NA,"herg"
"689",NA,"2","2011",NA,"herg"
"690",NA,"0","2011",NA,"herg"
"691",NA,"0","2011",NA,"herg"
"692",NA,"2","2011",NA,"herg"
"693",NA,"3","2011",NA,"herg"
"694",NA,"1","2011",NA,"herg"
"695",NA,"2","2011",NA,"herg"
"696",NA,"3","2011",NA,"herg"
"697",NA,"2","2011",NA,"herg"
"698",NA,"1","2011",NA,"herg"
"699",NA,"2","2011",NA,"herg"
"700",NA,"0","2011",NA,"herg"
"701",NA,"3","2011",NA,"herg"
"702",NA,"3","2011",NA,"herg"
"703",NA,"3","2011",NA,"herg"
"704",NA,"3","2011",NA,"herg"
"705",NA,"2","2011",NA,"herg"
"706",NA,"3","2011",NA,"herg"
"707",NA,"3","2011",NA,"herg"
"708",NA,"0","2011",NA,"herg"
"709",NA,"2","2011",NA,"herg"
