"","Flag","clutch","comment","location","year","species"
"884",NA,3,NA,"Cabin Colony","2022","herg"
"885",NA,3,NA,"Cabin Colony","2022","herg"
"886",NA,3,NA,"Cabin Colony","2022","herg"
"887",NA,3,NA,"Cabin Colony","2022","herg"
"888",NA,2,NA,"Cabin Colony","2022","herg"
"889",NA,3,NA,"Cabin Colony","2022","herg"
"890",NA,3,NA,"Cabin Colony","2022","herg"
"891",NA,2,NA,"Cabin Colony","2022","herg"
"892",NA,3,NA,"Cabin Colony","2022","herg"
"893",NA,2,"1 chick 1 pip","Cabin Colony","2022","herg"
"894",NA,1,NA,"Cabin Colony","2022","herg"
"895",NA,2,NA,"Cabin Colony","2022","herg"
"896",NA,3,NA,"Cabin Colony","2022","herg"
"897",NA,3,NA,"Cabin Colony","2022","herg"
"898",NA,3,"1 chick 1 pip","Cabin Colony","2022","herg"
"899",NA,3,NA,"Cabin Colony","2022","herg"
"900",NA,3,NA,"Cabin Colony","2022","herg"
"901",NA,3,NA,"Cabin Colony","2022","herg"
"902",NA,3,NA,"Cabin Colony","2022","herg"
"903",NA,3,NA,"Cabin Colony","2022","herg"
"904",NA,3,NA,"Cabin Colony","2022","herg"
"905",NA,3,NA,"Cabin Colony","2022","herg"
"906",NA,2,NA,"Cabin Colony","2022","herg"
"907",NA,3,NA,"Cabin Colony","2022","herg"
"908",NA,3,NA,"Cabin Colony","2022","herg"
"909",NA,1,NA,"Cabin Colony","2022","herg"
"910",NA,3,NA,"Cabin Colony","2022","herg"
"911",NA,3,NA,"Cabin Colony","2022","herg"
"912",NA,3,NA,"Cabin Colony","2022","herg"
"913",NA,3,NA,"Cabin Colony","2022","herg"
"914",NA,1,NA,"Cabin Colony","2022","herg"
"915",NA,3,NA,"Cabin Colony","2022","herg"
"916",NA,3,"1 chick 1 pip","Cabin Colony","2022","herg"
"917",NA,3,NA,"Cabin Colony","2022","herg"
"918",NA,2,NA,"Cabin Colony","2022","herg"
"919",NA,3,NA,"Cabin Colony","2022","herg"
"920",NA,2,NA,"Cabin Colony","2022","herg"
"921",NA,3,NA,"Cabin Colony","2022","herg"
"922",NA,3,NA,"Cabin Colony","2022","herg"
"923",NA,3,NA,"Cabin Colony","2022","herg"
"924",NA,3,NA,"Cabin Colony","2022","herg"
"925",NA,3,NA,"Cabin Colony","2022","herg"
"926",NA,2,NA,"Cabin Colony","2022","herg"
"927",NA,3,NA,"Cabin Colony","2022","herg"
"928",NA,3,NA,"Cabin Colony","2022","herg"
"929",NA,3,NA,"Cabin Colony","2022","herg"
"930",NA,2,NA,"Cabin Colony","2022","herg"
"931",NA,3,NA,"Cabin Colony","2022","herg"
"932",NA,3,NA,"Cabin Colony","2022","herg"
"933",NA,2,NA,"Cabin Colony","2022","herg"
"934",NA,3,NA,"Cabin Colony","2022","herg"
"935",NA,3,NA,"Cabin Colony","2022","herg"
"936",NA,3,NA,"Cabin Colony","2022","herg"
"937",NA,3,NA,"Cabin Colony","2022","herg"
"938",NA,2,"1 pip","Cabin Colony","2022","herg"
"939",NA,3,NA,"Cabin Colony","2022","herg"
"940",NA,3,NA,"Cabin Colony","2022","herg"
"941",NA,3,NA,"Cabin Colony","2022","herg"
"942",NA,3,NA,"Cabin Colony","2022","herg"
"943",NA,3,NA,"Cabin Colony","2022","herg"
"944",NA,1,NA,"Cabin Colony","2022","herg"
"945",NA,3,NA,"Cabin Colony","2022","herg"
"946",NA,3,NA,"Cabin Colony","2022","herg"
"947",NA,3,NA,"Cabin Colony","2022","herg"
"948",NA,3,NA,"Cabin Colony","2022","herg"
"949",NA,2,NA,"Cabin Colony","2022","herg"
"950",NA,3,NA,"Cabin Colony","2022","herg"
"951",NA,3,NA,"Cabin Colony","2022","herg"
"952",NA,2,NA,"Cabin Colony","2022","herg"
"953",NA,2,NA,"Cabin Colony","2022","herg"
"954",NA,2,NA,"Cabin Colony","2022","herg"
"955",NA,3,NA,"Cabin Colony","2022","herg"
"956",NA,3,NA,"Cabin Colony","2022","herg"
"957",NA,3,NA,"Cabin Colony","2022","herg"
"958",NA,3,NA,"Cabin Colony","2022","herg"
"959",NA,2,NA,"Cabin Colony","2022","herg"
"960",NA,3,"1 pip","Cabin Colony","2022","herg"
"961",NA,3,NA,"Cabin Colony","2022","herg"
"962",NA,3,NA,"Cabin Colony","2022","herg"
"963",NA,2,NA,"Cabin Colony","2022","herg"
"964",NA,3,NA,"Cabin Colony","2022","herg"
"965",NA,3,NA,"Cabin Colony","2022","herg"
"966",NA,1,NA,"Cabin Colony","2022","herg"
"967",NA,2,NA,"Cabin Colony","2022","herg"
"968",NA,3,NA,"Cabin Colony","2022","herg"
"969",NA,2,NA,"Cabin Colony","2022","herg"
"970",NA,3,NA,"Cabin Colony","2022","herg"
"971",NA,3,NA,"Cabin Colony","2022","herg"
"972",NA,2,NA,"Cabin Colony","2022","herg"
"973",NA,3,NA,"Cabin Colony","2022","herg"
"974",NA,3,NA,"Cabin Colony","2022","herg"
"975",NA,3,NA,"Cabin Colony","2022","herg"
"976",NA,3,NA,"Cabin Colony","2022","herg"
"977",NA,3,NA,"Cabin Colony","2022","herg"
"978",NA,3,NA,"Cabin Colony","2022","herg"
"979",NA,3,NA,"Cabin Colony","2022","herg"
"980",NA,2,NA,"Cabin Colony","2022","herg"
"981",NA,3,NA,"Cabin Colony","2022","herg"
"982",NA,3,NA,"Cabin Colony","2022","herg"
"983",NA,3,NA,"Cabin Colony","2022","herg"
"984",NA,3,NA,"Cabin Colony","2022","herg"
"985",NA,2,NA,"Cabin Colony","2022","herg"
"986",NA,3,NA,"Cabin Colony","2022","herg"
"987",NA,3,NA,"Cabin Colony","2022","herg"
"988",NA,3,NA,"Cabin Colony","2022","herg"
"989",NA,3,NA,"Cabin Colony","2022","herg"
"990",NA,2,NA,"Cabin Colony","2022","herg"
"991",NA,3,NA,"Cabin Colony","2022","herg"
"992",NA,3,NA,"Cabin Colony","2022","herg"
"993",NA,3,NA,"Cabin Colony","2022","herg"
"994",NA,3,NA,"Cabin Colony","2022","herg"
"995",NA,3,NA,"Cabin Colony","2022","herg"
"996",NA,3,NA,"Cabin Colony","2022","herg"
"997",NA,3,NA,"Cabin Colony","2022","herg"
"998",NA,1,NA,"Cabin Colony","2022","herg"
"999",NA,1,NA,"Cabin Colony","2022","herg"
"1000",NA,2,NA,"Cabin Colony","2022","herg"
"1001",NA,2,NA,"Cabin Colony","2022","herg"
"1002",NA,3,NA,"Cabin Colony","2022","herg"
"1003",NA,2,NA,"Hell Colony","2022","herg"
"1004",NA,3,NA,"Hell Colony","2022","herg"
"1005",NA,2,NA,"Hell Colony","2022","herg"
"1006",NA,2,NA,"Hell Colony","2022","herg"
"1007",NA,3,NA,"Hell Colony","2022","herg"
"1008",NA,3,NA,"Hell Colony","2022","herg"
"1009",NA,3,NA,"Hell Colony","2022","herg"
"1010",NA,3,NA,"Hell Colony","2022","herg"
"1011",NA,3,NA,"Hell Colony","2022","herg"
"1012",NA,3,NA,"Hell Colony","2022","herg"
"1013",NA,1,NA,"Hell Colony","2022","herg"
"1014",NA,3,"1 pip","Hell Colony","2022","herg"
"1015",NA,3,NA,"Hell Colony","2022","herg"
"1016",NA,3,NA,"Hell Colony","2022","herg"
"1017",NA,3,NA,"Hell Colony","2022","herg"
"1018",NA,3,NA,"Hell Colony","2022","herg"
"1019",NA,3,NA,"Hell Colony","2022","herg"
"1020",NA,3,NA,"Hell Colony","2022","herg"
"1021",NA,3,NA,"Hell Colony","2022","herg"
"1022",NA,1,NA,"Hell Colony","2022","herg"
"1023",NA,1,NA,"Hell Colony","2022","herg"
"1024",NA,3,NA,"Hell Colony","2022","herg"
"1025",NA,3,NA,"Hell Colony","2022","herg"
"1026",NA,3,NA,"Hell Colony","2022","herg"
"1027",NA,3,NA,"Hell Colony","2022","herg"
"1028",NA,3,NA,"Hell Colony","2022","herg"
"1029",NA,3,NA,"Hell Colony","2022","herg"
"1030",NA,3,NA,"Hell Colony","2022","herg"
"1031",NA,3,NA,"Hell Colony","2022","herg"
"1032",NA,1,"1 chick","Hell Colony","2022","herg"
"1033",NA,2,NA,"Hell Colony","2022","herg"
"1034",NA,3,NA,"Hell Colony","2022","herg"
"1035",NA,2,NA,"Hell Colony","2022","herg"
"1036",NA,2,NA,"Hell Colony","2022","herg"
"1037",NA,2,NA,"Hell Colony","2022","herg"
"1038",NA,3,NA,"Hell Colony","2022","herg"
"1039",NA,3,NA,"Hell Colony","2022","herg"
"1040",NA,2,NA,"Hell Colony","2022","herg"
"1041",NA,3,NA,"Hell Colony","2022","herg"
"1042",NA,3,NA,"Hell Colony","2022","herg"
"1043",NA,3,NA,"Hell Colony","2022","herg"
"1044",NA,3,NA,"Hell Colony","2022","herg"
"1045",NA,3,NA,"Hell Colony","2022","herg"
"1046",NA,2,NA,"Hell Colony","2022","herg"
"1047",NA,3,NA,"Hell Colony","2022","herg"
"1048",NA,2,NA,"Hell Colony","2022","herg"
"1049",NA,3,NA,"Hell Colony","2022","herg"
"1050",NA,2,NA,"Hell Colony","2022","herg"
"1051",NA,3,NA,"Hell Colony","2022","herg"
"1052",NA,3,NA,"Hell Colony","2022","herg"
"1053",NA,3,NA,"Hell Colony","2022","herg"
"1054",NA,3,NA,"Hell Colony","2022","herg"
"1055",NA,1,NA,"Hell Colony","2022","herg"
"1056",NA,3,"1 pip","Hell Colony","2022","herg"
"1057",NA,3,NA,"Hell Colony","2022","herg"
"1058",NA,3,NA,"Hell Colony","2022","herg"
"1059",NA,3,NA,"Hell Colony","2022","herg"
"1060",NA,3,NA,"Hell Colony","2022","herg"
"1061",NA,3,NA,"Hell Colony","2022","herg"
"1062",NA,3,NA,"Hell Colony","2022","herg"
