"","date","species","count","notes","year"
"370",2003-06-12,"herg",119,"1 puff.",2003
"371",2003-06-12,"gbbg",16,"1 puff.",2003
"372",2003-06-12,"coei_ad",120,"1 puff.",2003
"373",2003-06-12,"blgu",180,"1 puff.",2003
"374",2003-06-12,"puffin",1,"1 puff.",2003
"375",2003-06-13,"herg",135,NA,2003
"376",2003-06-13,"gbbg",17,NA,2003
"377",2003-06-13,"coei_ad",8,NA,2003
"378",2003-06-13,"blgu",136,NA,2003
"379",2003-06-15,"herg",117,"1 puff.",2003
"380",2003-06-15,"gbbg",20,"1 puff.",2003
"381",2003-06-15,"coei_ad",210,"1 puff.",2003
"382",2003-06-15,"coei_ju",12,"1 puff.",2003
"383",2003-06-15,"blgu",216,"1 puff.",2003
"384",2003-06-15,"puffin",1,"1 puff.",2003
"385",2003-06-16,"herg",92,"1 puff., 11 cormor.",2003
"386",2003-06-16,"gbbg",14,"1 puff., 11 cormor.",2003
"387",2003-06-16,"coei_ad",360,"1 puff., 11 cormor.",2003
"388",2003-06-16,"blgu",142,"1 puff., 11 cormor.",2003
"389",2003-06-16,"puffin",1,"1 puff., 11 cormor.",2003
"390",2003-06-16,"dcco",11,"1 puff., 11 cormor.",2003
"391",2003-06-17,"herg",95,"1 cormor.",2003
"392",2003-06-17,"gbbg",12,"1 cormor.",2003
"393",2003-06-17,"coei_ad",410,"1 cormor.",2003
"394",2003-06-17,"coei_ju",18,"1 cormor.",2003
"395",2003-06-17,"blgu",122,"1 cormor.",2003
"396",2003-06-17,"dcco",1,"1 cormor.",2003
"397",2003-06-18,"herg",70,"1 puff.",2003
"398",2003-06-18,"coei_ad",68,"1 puff.",2003
"399",2003-06-18,"coei_ju",7,"1 puff.",2003
"400",2003-06-18,"blgu",107,"1 puff.",2003
"401",2003-06-18,"puffin",1,"1 puff.",2003
"402",2003-06-20,"herg",130,NA,2003
"403",2003-06-20,"coei_ad",225,NA,2003
"404",2003-06-20,"coei_ju",45,NA,2003
"405",2003-06-20,"blgu",170,NA,2003
"406",2003-06-21,"herg",90,"1 crow",2003
"407",2003-06-21,"coei_ad",130,"1 crow",2003
"408",2003-06-21,"coei_ju",71,"1 crow",2003
"409",2003-06-21,"blgu",120,"1 crow",2003
"410",2003-06-21,"corvid",1,"1 crow",2003
"411",2003-06-22,"herg",100,"1 puff.",2003
"412",2003-06-22,"gbbg",28,"1 puff.",2003
"413",2003-06-22,"coei_ad",85,"1 puff.",2003
"414",2003-06-22,"coei_ju",45,"1 puff.",2003
"415",2003-06-22,"blgu",210,"1 puff.",2003
"416",2003-06-22,"puffin",1,"1 puff.",2003
"417",2003-06-24,"herg",106,"7 puff.",2003
"418",2003-06-24,"coei_ad",101,"7 puff.",2003
"419",2003-06-24,"coei_ju",43,"7 puff.",2003
"420",2003-06-24,"blgu",355,"7 puff.",2003
"421",2003-06-24,"puffin",7,"7 puff.",2003
"422",2003-06-25,"herg",90,"2 razorbills, 1 crow",2003
"423",2003-06-25,"gbbg",21,"2 razorbills, 1 crow",2003
"424",2003-06-25,"coei_ad",50,"2 razorbills, 1 crow",2003
"425",2003-06-25,"coei_ju",43,"2 razorbills, 1 crow",2003
"426",2003-06-25,"blgu",332,"2 razorbills, 1 crow",2003
"427",2003-06-25,"razo",2,"2 razorbills, 1 crow",2003
"428",2003-06-25,"corvid",1,"2 razorbills, 1 crow",2003
"429",2003-06-26,"herg",107,"1 seal",2003
"430",2003-06-26,"gbbg",22,"1 seal",2003
"431",2003-06-26,"coei_ad",59,"1 seal",2003
"432",2003-06-26,"coei_ju",34,"1 seal",2003
"433",2003-06-26,"blgu",354,"1 seal",2003
"434",2003-06-26,"seals",1,"1 seal",2003
"435",2003-06-27,"herg",122,"2puff.",2003
"436",2003-06-27,"gbbg",22,"2puff.",2003
"437",2003-06-27,"coei_ad",97,"2puff.",2003
"438",2003-06-27,"coei_ju",126,"2puff.",2003
"439",2003-06-27,"blgu",230,"2puff.",2003
"440",2003-06-27,"puffin",2,"2puff.",2003
"441",2003-06-28,"herg",110,"2 puff., 1 seal",2003
"442",2003-06-28,"gbbg",25,"2 puff., 1 seal",2003
"443",2003-06-28,"coei_ad",133,"2 puff., 1 seal",2003
"444",2003-06-28,"coei_ju",123,"2 puff., 1 seal",2003
"445",2003-06-28,"blgu",302,"2 puff., 1 seal",2003
"446",2003-06-28,"puffin",2,"2 puff., 1 seal",2003
"447",2003-06-28,"seals",1,"2 puff., 1 seal",2003
"448",2003-06-29,"herg",120,NA,2003
"449",2003-06-29,"gbbg",20,NA,2003
"450",2003-06-29,"coei_ad",314,NA,2003
"451",2003-06-29,"coei_ju",73,NA,2003
"452",2003-06-29,"blgu",366,NA,2003
"453",2003-06-30,"herg",120,NA,2003
"454",2003-06-30,"gbbg",12,NA,2003
"455",2003-06-30,"coei_ad",120,NA,2003
"456",2003-06-30,"coei_ju",20,NA,2003
"457",2003-06-30,"blgu",270,NA,2003
"458",2003-07-02,"herg",115,"2 puff.",2003
"459",2003-07-02,"gbbg",15,"2 puff.",2003
"460",2003-07-02,"coei_ad",147,"2 puff.",2003
"461",2003-07-02,"coei_ju",8,"2 puff.",2003
"462",2003-07-02,"blgu",237,"2 puff.",2003
"463",2003-07-02,"puffin",2,"2 puff.",2003
"464",2003-07-03,"herg",93,"3 puff.",2003
"465",2003-07-03,"gbbg",23,"3 puff.",2003
"466",2003-07-03,"coei_ad",75,"3 puff.",2003
"467",2003-07-03,"coei_ju",35,"3 puff.",2003
"468",2003-07-03,"blgu",150,"3 puff.",2003
"469",2003-07-03,"puffin",3,"3 puff.",2003
"470",2003-07-07,"herg",104,"3 puff.(on shore)",2003
"471",2003-07-07,"gbbg",15,"3 puff.(on shore)",2003
"472",2003-07-07,"coei_ad",56,"3 puff.(on shore)",2003
"473",2003-07-07,"coei_ju",25,"3 puff.(on shore)",2003
"474",2003-07-07,"blgu",261,"3 puff.(on shore)",2003
"475",2003-07-07,"puffin",3,"3 puff.(on shore)",2003
"476",2003-07-08,"herg",115,"8 cormor.(on shore), 4 puff.(on shore)",2003
"477",2003-07-08,"gbbg",28,"8 cormor.(on shore), 4 puff.(on shore)",2003
